sequence,rows,all_changes,any_changes,jaccards
"[1974, 49, 1086, 770, 1, 2448, 257, 373, 318, 2479, 17, 877, 899, 2238, 945, 1649, 455, 1769, 70, 61, 1794, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",16,18.98,18.98,76.519
"[1975, 92, 1278, 2216, 1023, 1069, 1070, 1475, 2117, 542, 1483, 665, 1281, 1020, 1113, 1203, 1440, 147, 1372, 131, 1700, 158, 297, 1272, 119, 70, 1666, 1871, 1275, 850, 2293, 2099, 405, 223, 1382, 2318, 1482, 1830, 1086, 67, 2017, 1841, 1351, 2294, 1397, 9, 35, 391, 219, 1028]",44,0.009,0.3,99.807
"[1977, 2387, 2237, 2896, 1985, 2159, 2403, 761, 556, 839, 3108, 1152, 2647, 791, 132, 2648, 716, 99, 1912, 1268, 915, 2973, 1978, 1723, 1426, 2809, 2380, 2672, 975, 1142, 2383, 2353, 911, 1115, 1145, 1983, 2014, 3008, 1744, 1176, 2950, 1161, 878, 1297, 1148, 2021, 2392, 2389, 2658, 2398]",44,1.355,6.675,95.28
"[198, 93, 45, 128, 719, 536, 85, 840, 187, 6, 51, 291, 172, 14, 771, 185, 117, 135, 274, 184, 366, 257, 24, 129, 10, 110, 105, 1099, 49, 663, 717, 1467, 1587, 530, 421, 1406, 245, 86, 144, 471, 501, 281, 768, 809, 61, 718, 742, 570, 1029, 2271]",44,0.51,1.491,98.95
"[20, 646, 21, 346, 891, 177, 1311, 624, 1309, 1595, 176, 572, 358, 425, 5, 516, 615, 712, 184, 1257, 172, 165, 380, 2300, 2183, 1632, 829, 630, 1284, 560, 129, 1466, 52, 1462, 133, 1273, 265, 1535, 211, 1673, 1235, 289, 121, 79, 241, 884, 1869, 1191, 80, 2120]",44,0.637,0.637,90.68
"[2001, 215, 1229, 1311, 20, 1493, 2070, 386, 800, 643, 42, 169, 1042, 866, 664, 588, 1833, 278, 392, 1065, 1634, 65, 219, 1113, 27, 2333, 1006, 1050, 667, 848, 728, 425, 731, 208, 677, 689, 201, 1320, 1039, 1186, 1472, 400, 1309, 696, 636, 148, 1265, 645, 1157, 755]",44,16.621,21.127,80.321
"[201, 1020, 49, 1889, 1476, 93, 520, 406, 893, 500, 1881, 1614, 545, 268, 179, 886, 1488, 1713, 430, 861, 2061, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",16,11.375,18.706,83.162
"[201, 387, 623, 679, 841, 716, 420, 559, 865, 736, 1231, 2171, 1102, 1594, 353, 789, 1014, 5, 59, 573, 688, 658, 49, 512, 700, 691, 15, 1675, 215, 1329, 391, 1888, 542, 69, 238, 1158, 4, 518, 955, 1106, 1488, 2057, 1855, 1713, 534, 533, 1936, 2242, 1525, 838]",44,11.529,16.799,84.523
"[2021, 2042, 1390, 551, 24, 1856, 105, 278, 945, 513, 874, 791, 877, 909, 516, 5, 232, 70, 328, 1709, 1559, 436, 364, 4, 941, 2058, 920, 502, 2154, 220, 455, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",26,2.815,11.226,92.685
"[2057, 1158, 2065, 259, 1201, 2131, 62, 69, 3208, 107, 899, 139, 2139, 31, 888, 2079, 446, 1174, 828, 542, 1888, 1586, 484, 525, 2660, 2931, 1451, 1691, 787, 383, 1062, 487, 500, 1459, 1009, 1486, 834, 1151, 1527, 1611, 2319, 1006, 183, 758, 283, 2848, 199, 2000, 2991, 1100]",44,28.741,29.238,70.879
"[207, 1071, 1789, 289, 1486, 958, 373, 499, 2054, 2479, 61, 1380, 2052, 2321, 139, 1177, 522, 777, 1443, 127, 1586, 1658, 265, 1527, 1958, 181, 492, 1914, 2671, 306, 285, 455, 2803, 267, 516, 319, 2487, 789, 1668, 379, 358, 128, 1150, 347, 1688, 1107, 332, 1343, 3411, 2584]",44,0.045,7.173,95.245
"[207, 382, 771, 1622, 200, 178, 135, 316, 1309, 185, 23, 866, 2495, 724, 1121, 1493, 649, 697, 1652, 2456, 1664, 634, 548, 1595, 97, 45, 612, 999, 744, 78, 749, 377, 715, 990, 991, 616, 1009, 1006, 734, 539, 65, 323, 971, 677, 1004, 587, 841, 1475, 656, 295]",44,0.053,20.946,83.995
"[207, 89, 56, 382, 14, 771, 85, 23, 1211, 200, 1311, 634, 1062, 178, 165, 852, 176, 804, 632, 1195, 712, 649, 1201, 1632, 1298, 572, 1309, 177, 20, 184, 45, 435, 44, 670, 720, 214, 1836, 125, 6, 187, 616, 1108, 211, 98, 58, 140, 715, 65, 756, 3030]",44,0.285,6.342,94.999
"[2070, 3023, 2863, 436, 116, 82, 1652, 554, 282, 107, 50, 1574, 1550, 418, 416, 2156, 54, 1529, 705, 1848, 338, 1034, 124, 1892, 2126, 83, 143, 720, 110, 89, 767, 135, 171, 724, 1466, 3, 415, 1646, 117, 412, 154, 1195, 2890, 548, 1493, 1636, 383, 438, 425, 397]",44,0.004,0.18,99.118
"[2094, 3375, 672, 901, 609, 1272, 1006, 1242, 76, 679, 441, 738, 833, 580, 1237, 1043, 127, 482, 192, 50, 800, 312, 1061, 623, 420, 1328, 201, 1661, 844, 1040, 2073, 1259, 2287, 1501, 2145, 1352, 1005, 112, 850, 841, 148, 473, 775, 571, 1313, 718, 164, 792, 1424, 1182]",44,11.892,11.892,87.543
"[2099, 754, 131, 556, 1076, 1157, 565, 1837, 134, 2781, 1103, 1199, 2944, 1656, 1185, 1086, 1064, 1085, 1054, 1030, 879, 663, 97, 612, 1698, 1006, 1242, 539, 377, 995, 323, 744, 1002, 27, 677, 759, 161, 725, 559, 968, 865, 1249, 859, 969, 755, 631, 1251, 1191, 2168, 1096]",44,0.467,4.175,88.5
"[210, 670, 128, 61, 1646, 648, 490, 105, 2439, 902, 39, 264, 185, 1700, 100, 1579, 1069, 701, 410, 1255, 1196, 771, 58, 102, 1273, 122, 830, 894, 112, 588, 317, 2102, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",27,1.258,1.713,91.109
"[210, 79, 712, 749, 215, 1042, 152, 214, 265, 1476, 1229, 196, 644, 663, 23, 744, 755, 703, 63, 218, 114, 278, 190, 539, 947, 78, 776, 1015, 677, 61, 587, 529, 664, 725, 784, 620, 377, 1005, 1006, 592, 433, 606, 759, 1019, 859, 120, 997, 991, 763, 738]",44,0.015,14.654,91.818
"[2100, 3285, 1199, 1717, 1209, 2635, 317, 2176, 878, 146, 657, 2159, 161, 67, 1079, 1191, 128, 1301, 1614, 631, 745, 1104, 1554, 1231, 2503, 917, 2556, 832, 1225, 1598, 2065, 92, 1965, 2868, 2445, 176, 1599, 2344, 1650, 958, 1839, 331, 1290, 199, 731, 53, 24, 553, 766, 2125]",44,0.466,0.466,97.884
"[213, 1296, 947, 869, 1127, 595, 1119, 1537, 264, 1005, 1006, 326, 652, 1459, 1209, 1180, 1501, 295, 189, 870, 203, 791, 636, 1509, 279, 1729, 1426, 483, 604, 1120, 2837, 1156, 1932, 1115, 2354, 556, 1900, 322, 666, 737, 682, 102, 717, 7, 1565, 103, 651, 1638, 62, 1836]",44,1.029,1.029,95.813
"[2135, 297, 532, 821, 1874, 536, 1521, 104, 98, 902, 873, 290, 806, 1955, 306, 32, 2592, 886, 2350, 2447, 520, 69, 534, 545, 218, 715, 1987, 2572, 791, 327, 238, 1264, 445, 343, 950, 406, 83, 4, 2585, 1488, 832, 2052, 1486, 893, 1651, 518, 2007, 1106, 2401, 877]",44,9.091,10.782,89.641
"[2140, 1134, 565, 1199, 1076, 930, 2021, 771, 1798, 214, 1863, 206, 187, 1045, 1012, 137, 317, 897, 714, 515, 732, 894, 1989, 712, 386, 128, 149, 219, 196, 129, 211, 1261, 265, 429, 568, 844, 888, 1273, 91, 118, 147, 127, 896, 990, 926, 1921, 1397, 382, 4, 350]",44,0.006,0.221,99.835
"[215, 140, 265, 1155, 65, 741, 187, 644, 320, 278, 91, 61, 587, 114, 712, 1238, 387, 1001, 146, 151, 1232, 2233, 196, 1241, 961, 247, 529, 1227, 744, 663, 97, 219, 612, 1015, 999, 98, 1242, 749, 289, 1711, 365, 1271, 995, 23, 469, 1002, 63, 647, 600, 604]",44,0.139,19.215,86.003
"[2150, 60, 124, 1575, 549, 13, 144, 169, 53, 571, 1050, 107, 514, 143, 705, 2081, 2426, 75, 521, 1164, 35, 1869, 15, 720, 45, 128, 65, 152, 211, 151, 196, 79, 91, 647, 712, 588, 146, 28, 734, 1273, 201, 219, 187, 206, 844, 648, 676, 181, 1082, 1083]",44,0.01,3.539,97.985
"[218, 612, 999, 744, 27, 98, 295, 1242, 377, 991, 963, 965, 1009, 2520, 539, 133, 63, 995, 114, 647, 1002, 1001, 190, 749, 215, 161, 61, 644, 897, 1015, 677, 848, 1005, 1006, 703, 1017, 975, 759, 1019, 990, 587, 616, 529, 1475, 768, 592, 433, 1004, 252, 323]",44,0.002,2.935,96.041
"[2188, 2435, 677, 559, 578, 735, 736, 1219, 1601, 1602, 278, 702, 219, 1305, 1304, 201, 972, 769, 1270, 2419, 1603, 796, 291, 362, 434, 63, 81, 439, 1421, 372, 485, 549, 346, 577, 2538, 2831, 2145, 557, 1031, 1376, 475, 926, 1862, 1685, 1403, 1089, 597, 427, 176, 1616]",44,24.544,24.544,75.411
"[219, 1113, 1314, 716, 201, 1926, 1211, 1157, 420, 1213, 2293, 2029, 426, 994, 407, 1367, 268, 1301, 588, 897, 190, 606, 360, 1716, 776, 1191, 79, 75, 196, 121, 131, 1203, 164, 1614, 4, 69, 532, 281, 752, 518, 861, 1713, 698, 388, 2286, 1847, 763, 1210, 1185, 520]",44,0.02,0.272,99.802
"[220, 932, 801, 881, 39, 673, 892, 1106, 445, 749, 15, 500, 510, 1713, 729, 114, 464, 407, 417, 2, 1334, 1336, 51, 520, 237, 854, 920, 549, 2280, 285, 4, 1694, 100, 832, 434, 2092, 1673, 1999, 518, 196, 174, 2816, 2806, 60, 118, 203, 1268, 1316, 147, 1651]",44,0.004,1.783,98.814
"[2209, 1087, 18, 1468, 548, 799, 14, 117, 370, 413, 274, 2004, 740, 397, 393, 691, 793, 207, 1257, 169, 382, 383, 757, 1396, 1057, 1368, 1109, 359, 250, 568, 375, 705, 60, 151, 28, 40, 1328, 1063, 542, 453, 532, 989, 306, 1313, 407, 534, 2131, 499, 217, 91]",44,1.174,4.692,95.93
"[221, 1242, 1006, 1004, 190, 995, 323, 27, 768, 755, 161, 1210, 1104, 1468, 237, 1348, 449, 260, 877, 1540, 1558, 475, 68, 306, 2047, 481, 467, 532, 238, 610, 322, 421, 1201, 1188, 1116, 148, 1093, 832, 435, 826, 471, 800, 1667, 337, 20, 1001, 317, 32, 69, 318]",44,0.168,0.442,99.649
"[222, 107, 229, 3327, 835, 663, 715, 23, 612, 195, 611, 200, 421, 1636, 175, 412, 727, 135, 154, 720, 117, 697, 2042, 2228, 1762, 3, 650, 723, 422, 34, 597, 609, 1545, 1576, 924, 15, 2142, 12, 756, 427, 560, 247, 98, 1466, 133, 1284, 1159, 1241, 1583, 1640]",44,0.189,1.199,99.126
"[222, 265, 701, 558, 829, 230, 247, 744, 663, 125, 133, 715, 995, 23, 665, 98, 703, 734, 365, 218, 1009, 212, 720, 128, 187, 588, 205, 219, 114, 795, 1254, 906, 1663, 589, 1047, 1028, 35, 468, 31, 5, 672, 1021, 1035, 769, 426, 28, 1687, 1635, 1983, 264]",44,1.73,2.34,97.826
"[2239, 1314, 422, 2699, 159, 1898, 1039, 1500, 587, 114, 725, 1394, 1941, 1174, 728, 1302, 426, 424, 199, 1265, 169, 768, 336, 1114, 196, 1573, 462, 1745, 490, 2073, 1094, 580, 1694, 1432, 457, 1517, 387, 1460, 568, 865, 2711, 1019, 713, 668, 901, 779, 676, 557, 201, 837]",44,0.656,0.656,98.821
"[2265, 39, 96, 460, 1233, 323, 890, 877, 1119, 918, 329, 2557, 466, 524, 255, 1904, 1665, 3446, 874, 1214, 2422, 898, 899, 86, 2556, 3075, 1993, 1690, 1666, 502, 504, 1156, 937, 2136, 2260, 3140, 1350, 1422, 3263, 1671, 2169, 1965, 2125, 1967, 1860, 2098, 932, 878, 1086, 1856]",44,0.432,10.478,92.663
"[23, 1062, 178, 16, 649, 1298, 1238, 260, 435, 247, 670, 337, 245, 52, 946, 1232, 2233, 1108, 1538, 317, 325, 168, 129, 421, 662, 1, 106, 322, 3301, 717, 2012, 24, 798, 487, 6, 175, 117, 1312, 83, 272, 724, 265, 65, 2568, 548, 558, 471, 1527, 1793, 1774]",44,0.177,8.776,94.018
"[23, 598, 487, 739, 110, 185, 2221, 653, 1069, 200, 795, 1349, 1072, 1060, 980, 2109, 1700, 615, 1536, 846, 1472, 454, 100, 3012, 392, 934, 958, 696, 1572, 466, 1470, 1694, 403, 1347, 1699, 2224, 1645, 1213, 898, 1398, 976, 1635, 1335, 1169, 1594, 657, 1965, 2558, 411, 2552]",44,0.977,31.386,83.585
"[231, 2223, 379, 172, 829, 484, 1088, 333, 3412, 2903, 1436, 461, 305, 300, 121, 232, 397, 819, 640, 2892, 1749, 353, 466, 467, 1385, 747, 1803, 2145, 825, 499, 1303, 419, 2640, 514, 1381, 2079, 938, 1166, 2786, 933, 223, 1084, 959, 265, 439, 37, 227, 344, 1060, 332]",44,6.192,17.483,86.441
"[2318, 3261, 1706, 2624, 1573, 299, 542, 517, 350, 238, 2286, 1000, 832, 407, 4, 2242, 2241, 481, 2890, 179, 708, 902, 2584, 1255, 523, 294, 1855, 1524, 2920, 2036, 1640, 110, 618, 1754, 1353, 2476, 1129, 683, 623, 1692, 1328, 718, 1036, 2894, 3033, 2185, 1638, 388, 2217, 212]",44,0.61,3.021,97.954
"[232, 780, 4, 920, 502, 455, 274, 1151, 360, 1136, 333, 351, 135, 244, 39, 51, 306, 1098, 916, 219, 446, 892, 369, 867, 1003, 95, 133, 327, 94, 49, 2238, 268, 1713, 318, 1195, 955, 179, 199, 375, 444, 1330, 696, 1043, 215, 172, 1107, 584, 593, 740, 691]",44,1.138,5.029,96.116
"[2324, 2369, 802, 811, 49, 4, 500, 2092, 545, 406, 268, 886, 341, 1855, 523, 69, 1713, 2059, 1856, 105, 353, 789, 874, 791, 877, 933, 5, 937, 232, 70, 328, 920, 455, 890, 502, 878, 936, 1169, 938, 932, 288, 1163, 501, 924, 264, 898, 899, 51, 306, 808]",44,6.762,7.427,92.822
"[2325, 34, 1167, 391, 22, 469, 5, 244, 2932, 6, 14, 23, 798, 548, 16, 184, 1349, 1309, 193, 1211, 1299, 592, 759, 20, 27, 721, 643, 515, 809, 742, 1342, 2032, 2042, 547, 1540, 111, 116, 1848, 1229, 1468, 1677, 862, 2504, 3117, 245, 52, 68, 247, 498, 348]",44,0.375,13.043,89.945
"[24, 1851, 485, 487, 340, 105, 278, 353, 867, 513, 5, 328, 1615, 1559, 364, 780, 1136, 920, 335, 455, 274, 525, 871, 51, 1098, 219, 351, 135, 39, 560, 247, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",26,8.631,10.175,89.939
"[2406, 322, 1529, 1602, 45, 2350, 1749, 370, 2086, 1488, 105, 1663, 2768, 418, 1099, 110, 1409, 172, 427, 438, 1257, 815, 2078, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",18,0.126,8.043,92.484
"[241, 1372, 65, 1103, 566, 734, 870, 185, 39, 1146, 1769, 61, 455, 876, 1242, 2767, 530, 744, 848, 125, 592, 715, 759, 218, 23, 27, 278, 703, 1001, 768, 215, 1019, 644, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",28,0.152,23.516,83.15
"[2417, 169, 1229, 577, 2001, 1126, 27, 2480, 952, 348, 224, 817, 1349, 3034, 1541, 1395, 2106, 1279, 682, 1848, 1284, 1159, 2233, 1254, 1196, 1451, 767, 2033, 1619, 1914, 720, 2578, 52, 1232, 999, 666, 1466, 2521, 469, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",34,2.304,7.531,94.001
"[244, 3253, 129, 960, 245, 52, 168, 48, 106, 24, 322, 110, 1024, 382, 1489, 44, 548, 135, 1107, 1529, 6, 65, 117, 383, 370, 45, 210, 218, 744, 98, 734, 63, 27, 796, 2513, 1674, 310, 30, 2751, 247, 128, 177, 395, 195, 1030, 35, 893, 238, 542, 532]",44,0.697,3.319,97.553
"[245, 168, 41, 260, 44, 791, 39, 1923, 606, 63, 776, 502, 584, 2294, 1666, 568, 203, 192, 1042, 920, 167, 149, 1203, 156, 121, 397, 190, 239, 172, 318, 904, 69, 114, 105, 888, 494, 323, 49, 134, 691, 158, 663, 1012, 938, 74, 455, 183, 562, 688, 1593]",44,3.061,7.727,93.696
"[245, 68, 227, 317, 58, 137, 1019, 344, 922, 2566, 475, 442, 910, 648, 1693, 59, 542, 904, 893, 1847, 2062, 698, 257, 445, 1349, 1201, 2109, 2634, 455, 2221, 2856, 200, 2224, 1855, 520, 1255, 388, 1888, 900, 854, 294, 1158, 318, 306, 199, 264, 870, 1169, 25, 1958]",44,1.577,1.577,97.295
"[245, 76, 2309, 844, 670, 952, 71, 421, 662, 105, 1, 2032, 48, 435, 1458, 2033, 1923, 1093, 3104, 2920, 322, 10, 666, 2234, 160, 2627, 1543, 487, 1619, 112, 1132, 1159, 1122, 1127, 1131, 2977, 45, 375, 78, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",34,0.303,11.87,92.708
"[2467, 1958, 1528, 294, 2057, 710, 2494, 163, 2710, 780, 2553, 2741, 800, 420, 2366, 1235, 2720, 972, 1297, 1650, 1739, 593, 37, 284, 2552, 21, 1182, 2512, 51, 174, 3207, 112, 406, 2426, 766, 346, 1064, 667, 870, 481, 1041, 1218, 602, 811, 110, 868, 925, 1401, 480, 1496]",44,3.089,3.089,96.336
"[247, 112, 10, 137, 610, 618, 337, 41, 589, 51, 742, 1507, 72, 612, 200, 49, 157, 45, 71, 643, 515, 759, 27, 1238, 1159, 1536, 744, 406, 185, 39, 455, 133, 377, 1731, 175, 598, 1533, 1619, 1653, 116, 322, 663, 1300, 202, 415, 630, 662, 2034, 1458, 864]",44,3.057,3.057,94.192
"[247, 1447, 986, 1232, 1457, 744, 946, 2348, 2122, 1010, 2929, 432, 210, 1159, 214, 1132, 1459, 991, 1536, 595, 1131, 1537, 2387, 2656, 1296, 869, 1150, 912, 274, 604, 1006, 1577, 2237, 2378, 981, 2379, 791, 1978, 910, 203, 3026, 2837, 1955, 1895, 1985, 3108, 1176, 2950, 1900, 915]",44,0.29,1.423,97.751
"[247, 516, 151, 65, 1274, 140, 435, 1113, 670, 164, 125, 6, 133, 218, 152, 214, 665, 211, 241, 386, 273, 215, 1713, 69, 91, 498, 1108, 644, 712, 588, 149, 756, 1019, 434, 892, 118, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",31,0.097,3.386,97.244
"[2482, 3191, 2387, 1066, 896, 1292, 1955, 714, 420, 1213, 922, 1774, 1688, 874, 668, 901, 2333, 652, 189, 679, 1387, 1133, 1784, 829, 1925, 1339, 858, 826, 398, 856, 2605, 1739, 585, 223, 2328, 1136, 1205, 1940, 1088, 1022, 1337, 2884, 59, 790, 1366, 3270, 115, 997, 1145, 2785]",44,17.46,19.391,81.263
"[2484, 102, 237, 1492, 200, 129, 1765, 649, 97, 207, 1731, 771, 247, 277, 1107, 27, 666, 359, 1484, 1530, 418, 276, 2039, 184, 1629, 382, 2025, 610, 2977, 45, 128, 2123, 1116, 2951, 2231, 1093, 41, 10, 1061, 2, 31, 324, 332, 750, 2183, 5, 210, 601, 1536, 2969]",44,1.275,1.275,98.426
"[2484, 65, 738, 393, 230, 167, 185, 61, 455, 2448, 135, 484, 24, 133, 260, 470, 1489, 105, 509, 920, 436, 5, 292, 274, 333, 306, 924, 892, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",23,6.386,9.477,91.543
"[25, 313, 1098, 1649, 892, 791, 501, 285, 2426, 426, 2401, 278, 1332, 4, 272, 1068, 1264, 810, 407, 2065, 828, 873, 350, 1917, 870, 1586, 2066, 2321, 500, 520, 1614, 533, 133, 2215, 1888, 993, 2984, 1880, 832, 296, 1524, 2235, 534, 1756, 1106, 518, 886, 546, 1644, 1000]",44,0.217,8.798,94.065
"[2511, 451, 1767, 1361, 1859, 622, 1824, 1318, 1054, 635, 1267, 1383, 1602, 2419, 1608, 2002, 1835, 1405, 1092, 914, 575, 1828, 1364, 3015, 1852, 909, 652, 70, 5, 791, 937, 316, 920, 502, 436, 339, 932, 878, 936, 940, 95, 426, 360, 1388, 924, 312, 1098, 219, 930, 446]",44,4.998,11.27,90.452
"[253, 61, 1201, 898, 70, 128, 203, 1830, 98, 720, 45, 6, 715, 210, 218, 1110, 7, 991, 278, 133, 215, 146, 216, 217, 1042, 187, 79, 644, 241, 256, 588, 95, 387, 190, 63, 729, 1114, 91, 892, 1146, 156, 1019, 196, 529, 145, 714, 189, 679, 1004, 121]",44,0.123,2.702,97.245
"[2536, 125, 1246, 6, 80, 52, 2963, 811, 937, 331, 3109, 886, 869, 210, 1159, 1127, 1129, 214, 213, 1119, 1571, 432, 1116, 193, 1122, 295, 1536, 274, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",23,0.027,0.027,98.825
"[2544, 2511, 1441, 2649, 2797, 2252, 3093, 1364, 529, 857, 1249, 1152, 576, 955, 133, 350, 433, 2170, 118, 2250, 1704, 66, 375, 1132, 1459, 1150, 432, 1159, 1116, 1117, 1122, 1127, 965, 1536, 1129, 595, 1131, 1119, 264, 1006, 1296, 302, 1711, 869, 912, 279, 870, 1977, 791, 1426]",44,0.004,0.004,99.62
"[2554, 3303, 1119, 329, 2120, 1240, 1535, 997, 912, 1869, 883, 1397, 1116, 1127, 1129, 214, 375, 432, 2369, 1123, 1536, 595, 1131, 213, 1509, 264, 1117, 1531, 1118, 1122, 2371, 2840, 2468, 1112, 269, 1542, 636, 1144, 1568, 585, 1152, 1723, 2021, 9, 589, 613, 38, 18, 1047, 219]",44,0.09,0.984,98.679
"[256, 1795, 421, 293, 926, 2058, 435, 670, 662, 160, 45, 105, 322, 1, 1159, 24, 2012, 175, 634, 835, 129, 563, 245, 505, 106, 247, 337, 630, 125, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",24,0.178,16.993,89.252
"[2609, 658, 688, 1067, 811, 2680, 1223, 773, 1335, 812, 1441, 3146, 1831, 813, 2263, 2849, 1138, 1383, 1605, 1773, 635, 2850, 1204, 181, 700, 1771, 3062, 1601, 944, 2889, 2872, 2885, 2339, 1852, 1862, 1867, 1220, 1834, 1416, 1859, 2137, 2879, 2419, 1126, 2883, 928, 1206, 1602, 1603, 1604]",44,1.888,1.888,97.394
"[2641, 483, 1078, 316, 1809, 23, 863, 789, 516, 509, 933, 1936, 353, 867, 791, 1691, 328, 364, 269, 292, 2159, 274, 1169, 1151, 931, 1136, 264, 360, 351, 244, 39, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",26,5.944,5.944,88.901
"[2642, 3007, 2714, 2948, 2347, 1737, 962, 2852, 670, 3375, 245, 105, 762, 727, 2096, 8, 129, 421, 339, 1279, 52, 1731, 260, 995, 24, 744, 717, 48, 68, 195, 634, 30, 277, 683, 247, 2628, 1465, 487, 566, 337, 1254, 1196, 97, 946, 1980, 597, 1863, 697, 415, 723]",44,0.458,1.04,95.43
"[265, 729, 1155, 1285, 1110, 7, 187, 3145, 111, 58, 63, 1229, 1042, 79, 1070, 152, 647, 1475, 712, 721, 206, 156, 741, 1019, 529, 1639, 1178, 441, 1001, 1035, 1221, 219, 468, 769, 339, 560, 978, 247, 1015, 744, 843, 755, 588, 1085, 648, 576, 1081, 498, 200, 976]",44,0.155,4.052,97.403
"[272, 2573, 471, 568, 1312, 397, 28, 499, 691, 264, 167, 482, 2072, 1449, 175, 1081, 1652, 727, 210, 45, 150, 2600, 163, 1024, 1683, 951, 1116, 195, 548, 694, 840, 2475, 27, 1127, 98, 1914, 663, 1536, 213, 833, 140, 218, 463, 683, 282, 62, 1547, 53, 294, 2491]",44,1.472,5.321,96.073
"[2720, 365, 1634, 1229, 140, 351, 1664, 160, 1534, 1233, 618, 267, 2490, 213, 2483, 89, 273, 665, 352, 222, 2265, 2612, 429, 2492, 2827, 532, 1002, 202, 821, 1615, 1284, 830, 176, 1116, 2626, 23, 415, 1988, 694, 133, 1536, 510, 290, 152, 204, 1034, 1273, 289, 462, 165]",44,1.137,1.137,98.335
"[2728, 128, 2571, 767, 172, 210, 796, 1236, 2578, 1674, 2731, 41, 11, 10, 824, 610, 50, 34, 1061, 2033, 853, 156, 203, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",18,4.34,28.628,84.836
"[274, 525, 426, 801, 351, 244, 898, 767, 864, 563, 421, 662, 245, 719, 560, 2232, 566, 64, 168, 10, 207, 717, 48, 237, 129, 339, 744, 1, 1964, 598, 247, 200, 1466, 45, 105, 260, 1159, 561, 175, 1495, 154, 1731, 52, 137, 112, 257, 734, 2479, 547, 157]",44,0.406,3.766,97.469
"[2785, 1193, 850, 74, 328, 910, 92, 108, 1089, 937, 1086, 1382, 1671, 67, 99, 73, 2655, 1103, 1841, 1185, 1210, 1251, 2649, 2574, 1343, 1067, 1890, 1656, 542, 2723, 264, 2751, 95, 892, 2332, 59, 75, 442, 94, 158, 459, 376, 494, 2077, 1675, 648, 1076, 66, 86, 350]",44,0.011,0.296,99.79
"[28, 105, 1850, 114, 1602, 3215, 1166, 1201, 51, 531, 117, 1691, 41, 190, 185, 1414, 177, 535, 344, 372, 789, 34, 2139, 222, 2505, 336, 734, 1658, 538, 1857, 522, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",26,0.179,0.179,91.318
"[28, 129, 2263, 1010, 1381, 1324, 1855, 2675, 168, 105, 536, 30, 39, 445, 135, 24, 49, 245, 152, 281, 117, 438, 40, 940, 91, 21, 45, 125, 128, 749, 210, 218, 207, 51, 563, 601, 320, 14, 23, 1116, 991, 1536, 1099, 548, 734, 185, 2848, 328, 61, -1]",44,5.291,5.291,93.819
"[281, 421, 649, 1466, 1636, 709, 1512, 175, 727, 2050, 1452, 6, 1062, 1099, 1493, 609, 1762, 83, 1261, 3, 646, 1652, 934, 65, 829, 412, 548, 208, 1545, 425, 1529, 1257, 222, 471, 1195, 465, 1196, 2306, 1510, 1455, 1513, 2314, 46, 77, 1453, 1279, 697, 85, 586, 366]",44,0.14,0.923,98.915
"[2825, 2165, 39, 1816, 218, 23, 2644, 715, 98, 734, 210, 1894, 991, 2502, 97, 947, 78, 999, 663, 221, 125, 133, 377, 65, 61, 114, 994, 278, 190, 749, 539, 215, 63, 161, 776, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",30,0.037,0.63,93.37
