i,gen_strategy,gen_error,gen_source,gen_aligned,gen_alignment,gen_cost,gen_gt,gen_aligned_gt,gen_dataset_time,gen_good_points_percentage,gen_bad_points_percentage,gen_good_points_edit_distance,gen_bad_points_edit_distance,gen_aligned_gt@1,gen_gt@1,gen_target_y@1,gen_score@1,gen_source_score@1,gen_aligned_gt@5,gen_gt@5,gen_target_y@5,gen_score@5,gen_source_score@5,gen_aligned_gt@10,gen_gt@10,gen_target_y@10,gen_score@10,gen_source_score@10,gen_aligned_gt@20,gen_gt@20,gen_target_y@20,gen_score@20,gen_source_score@20,determinism,model,dataset,target_cat,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,timestamp
85,targeted,None,"608,294,180,7,348,330,531,544,69,359,18,240,32,1283,85,457,84,186,24,719,946,435,97,368,322,390,694,623,167,367,317,529,34,424,292,378,308,821,557,558,835,364,311,890,800,448,415,577,1020,206","608,294,180,7,348,330,531,544,69,359,18,240,32,1283,85,457,84,186,24,719,946,435,97,368,322,390,694,623,167,367,317,529,34,424,292,378,308,821,557,558,835,364,311,890,800,448,415,577,1052,206",None,1,None,None,201.159,0.0,82.965,None,3.485,"{1, 3}",{3},{1},1.0,0.0,"{1, 3},{3},{3},{7},{13, 7}","{3},{3},{3},{3},{3}","{1},{1},{1},{1},{1}",0.461,0.0,"{1, 3},{3},{3},{7},{13, 7},{2, 3},{3, 7},{3},{8, 3},{3}","{3},{3},{3},{3},{3},{3},{0, 1, 3, 16},{3, 13, 15},{17, 3},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.289,0.206,"{1, 3},{3},{3},{7},{13, 7},{2, 3},{3, 7},{3},{8, 3},{3},{7},{1, 3},{3},{7},{11},{3, 13},{1, 3, 8, 13, 14},{3, 13, 15},{8, 3, 14, 7},{11, 3}","{3},{3},{3},{3},{3},{3},{0, 1, 3, 16},{3, 13, 15},{17, 3},{3},{8, 3},{0, 16, 3},{3},{3},{3, 13},{3},{3},{3},{3, 14},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.304,0.13,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
86,targeted,None,"424,582,97,368,35,322,550,338,89,924,432,367,558,1024,357,631,492,354,289,433,180,34,16,222,671,292,823,448,557,587,208,551,304,343,529,364,446,182,835,608,679,1049,657,174,56,435,283,818,1057,487","424,582,97,368,35,322,550,338,89,924,432,367,558,1024,357,631,492,354,289,433,180,34,16,222,671,292,823,448,557,587,208,551,304,343,529,364,446,182,835,608,679,1049,657,174,56,435,283,180,1057,487",None,1,None,None,200.725,0.0,84.845,None,3.519,"{0, 1, 2, 10, 14}","{8, 3}",{1},1.0,0.0,"{0, 1, 2, 10, 14},{11, 2, 3},{2, 3},{2, 14},{8, 3}","{8, 3},{11, 2, 3},{16, 7},{0, 1, 2, 10, 14},{7}","{1},{1},{1},{1},{1}",0.525,0.29,"{0, 1, 2, 10, 14},{11, 2, 3},{2, 3},{2, 14},{8, 3},{3, 13},{16, 7},{11, 2, 3},{11},{11, 2, 3}","{8, 3},{11, 2, 3},{16, 7},{0, 1, 2, 10, 14},{7},{2, 3},{2, 14},{0, 15},{11, 2, 3},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.384,0.202,"{0, 1, 2, 10, 14},{11, 2, 3},{2, 3},{2, 14},{8, 3},{3, 13},{16, 7},{11, 2, 3},{11},{11, 2, 3},{1, 3, 13},{15, 7},{12, 7},{0, 15, 7},{11, 2, 3},{11},{1, 17, 7},{0, 1, 7, 13, 14, 16},{16, 7},{2, 3}","{8, 3},{11, 2, 3},{16, 7},{0, 1, 2, 10, 14},{7},{2, 3},{2, 14},{0, 15},{11, 2, 3},{3},{3, 13},{11},{1, 3, 13},{12, 7},{10, 3},{11, 2, 3},{0, 15, 7},{15, 7},{11},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.404,0.188,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
87,targeted,None,"73,492,569,290,2,140,361,61,96,864,1003,332,252,816,275,900,460,732,683","73,492,569,290,2,140,361,61,96,864,1003,332,252,816,275,900,460,732,687",None,1,None,None,166.22,0.0,73.804,None,3.972,"{0, 1, 13, 14, 16}",{7},{1},1.0,0.0,"{0, 1, 13, 14, 16},{15, 5, 7},{0, 5, 7},{13, 7},{2, 3}","{7},{3},{7},{15, 5, 7},{13, 15, 5, 7}","{1},{1},{1},{1},{1}",0.499,0.0,"{0, 1, 13, 14, 16},{15, 5, 7},{0, 5, 7},{13, 7},{2, 3},{1, 3, 7},{0, 1, 13, 14, 16},{13, 7},{2, 3, 15},{7}","{7},{3},{7},{15, 5, 7},{13, 15, 5, 7},{7},{2, 3},{5},{3},{7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.53,0.0,"{0, 1, 13, 14, 16},{15, 5, 7},{0, 5, 7},{13, 7},{2, 3},{1, 3, 7},{0, 1, 13, 14, 16},{13, 7},{2, 3, 15},{7},{6},{12, 7},{7},{7},{0, 14, 15},{3, 13},{3, 7},{7},{7},{5, 7}","{7},{3},{7},{15, 5, 7},{13, 15, 5, 7},{7},{2, 3},{5},{3},{7},{13, 7},{12, 7},{3},{3, 7},{0, 16, 3, 14},{16, 13},{13, 7},{7},{3},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.417,0.0,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
88,targeted,None,"78,96,87,132,850,179,34,258,367,144,719,448,311,671,436,725,634,309,779,125,277,178,1068,1020,90,84,18,9,292,361,69,60,648,26","78,96,87,132,850,179,34,258,367,144,719,448,311,671,436,725,634,309,779,125,277,178,1068,1020,90,84,18,9,292,361,69,60,648,126",None,1,None,None,186.659,0.0,85.516,None,3.277,"{0, 1, 13, 14, 16}","{14, 7}",{1},1.0,0.0,"{0, 1, 13, 14, 16},{14, 7},{0, 1},{0, 1, 7, 13, 14, 16},{2, 3}","{14, 7},{0, 15},{13, 7},{0, 1, 15},{0, 1, 12}","{1},{1},{1},{1},{1}",0.808,0.365,"{0, 1, 13, 14, 16},{14, 7},{0, 1},{0, 1, 7, 13, 14, 16},{2, 3},{0, 1, 13, 14, 16},{7},{13, 7},{16, 7},{15, 5, 7}","{14, 7},{0, 15},{13, 7},{0, 1, 15},{0, 1, 12},{3},{7},{1, 3},{3, 13},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.699,0.345,"{0, 1, 13, 14, 16},{14, 7},{0, 1},{0, 1, 7, 13, 14, 16},{2, 3},{0, 1, 13, 14, 16},{7},{13, 7},{16, 7},{15, 5, 7},{1, 3},{12, 7},{0, 5, 7},{7},{15, 7},{2, 3, 15},{0, 15, 7},{0, 15},{13, 7},{5, 7}","{14, 7},{0, 15},{13, 7},{0, 1, 15},{0, 1, 12},{3},{7},{1, 3},{3, 13},{3},{3},{3, 13},{13, 7},{13, 7},{13, 7},{16, 7},{7},{7},{0, 1, 13, 14, 16},{0, 15}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.538,0.306,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
89,targeted,None,"662,358,1529,190,50,210,87,696,243,149,372,134,356,132,26,351,417,511,32,200,257,368,539,109,226,334,708,1347,503,217,572,274,288,104,182,1128,138,695,100,95,146,575,921,119,261,241,6,712,1095,214","662,358,1529,190,50,210,87,696,243,149,372,134,356,132,26,351,417,511,32,200,257,368,539,109,226,334,708,1347,503,217,572,274,288,104,182,1128,138,695,100,95,146,575,921,119,261,241,6,571,1095,214",None,1,None,None,201.12,0.0,81.183,None,2.208,"{0, 1, 14, 16}","{0, 1, 14, 16}",{1},1.0,1.0,"{0, 1, 14, 16},{15, 7},{9, 12, 5, 15},{15, 7},{13, 7}","{0, 1, 14, 16},{9, 12, 5, 15},{15, 7},{15, 7},{0, 12, 5}","{1},{1},{1},{1},{1}",0.45,0.419,"{0, 1, 14, 16},{15, 7},{9, 12, 5, 15},{15, 7},{13, 7},{0, 15},{0, 13, 7},{0, 12, 5},{12, 5, 7},{16, 7}","{0, 1, 14, 16},{9, 12, 5, 15},{15, 7},{15, 7},{0, 12, 5},{12, 5, 7},{13, 7},{0, 10, 14},{0, 15},{7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.307,0.305,"{0, 1, 14, 16},{15, 7},{9, 12, 5, 15},{15, 7},{13, 7},{0, 15},{0, 13, 7},{0, 12, 5},{12, 5, 7},{16, 7},{12},{7},{11, 7},{13, 15, 5, 7},{7},{0, 1, 13, 14, 16},{3, 7},{7},{0, 10, 14},{10, 12, 5, 15}","{0, 1, 14, 16},{9, 12, 5, 15},{15, 7},{15, 7},{0, 12, 5},{12, 5, 7},{13, 7},{0, 10, 14},{0, 15},{7},{0, 13, 7},{7},{12},{16, 7},{7},{3, 7},{13, 15, 5, 7},{10, 12, 5, 15},{10, 12, 15},{0, 15}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.276,0.213,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
90,targeted,None,"424,7,325,391,54,797,367,432,119,1017,254,227,463,445,48,43,592,896,321,779,557,726,352,293,505,220,257,974,415,749,157,527,684,34,285,436,14,160,250,1093,66,457,148,533,946,357,831,574,33,1246","424,7,325,391,54,797,367,432,119,1017,254,227,463,445,48,43,592,896,321,793,557,726,352,293,505,220,257,974,415,749,157,527,684,34,285,436,14,160,250,1093,66,457,148,533,946,357,831,574,33,1246",None,1,None,None,202.243,0.0,93.011,None,2.257,"{8, 1, 3}","{8, 1, 3}",{1},1.0,1.0,"{8, 1, 3},{0, 1, 14},{14, 15},{0, 1},{3, 13, 15}","{8, 1, 3},{0, 1, 14},{14, 15},{0, 1},{3, 13, 15}","{1},{1},{1},{1},{1}",0.727,0.727,"{8, 1, 3},{0, 1, 14},{14, 15},{0, 1},{3, 13, 15},{0, 1, 14},{0, 13},{11, 3, 13},{3},{0, 1, 15}","{8, 1, 3},{0, 1, 14},{14, 15},{0, 1},{3, 13, 15},{0, 13},{0, 1, 14},{3},{11, 3, 13},{5, 14, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.654,0.577,"{8, 1, 3},{0, 1, 14},{14, 15},{0, 1},{3, 13, 15},{0, 1, 14},{0, 13},{11, 3, 13},{3},{0, 1, 15},{11, 13},{0, 1, 14},{5, 14, 7},{0},{0, 13, 15},{0, 1, 3},{3},{0, 1, 3, 8, 14},{3, 13},{0, 1, 14}","{8, 1, 3},{0, 1, 14},{14, 15},{0, 1},{3, 13, 15},{0, 13},{0, 1, 14},{3},{11, 3, 13},{5, 14, 7},{0, 1, 15},{3},{0},{0, 1, 14},{11, 13},{0, 13, 15},{0, 1, 3},{5, 7},{3, 13},{0, 1, 3, 8, 14}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.609,0.572,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
91,targeted,None,"562,92,67,175,6,940,226,100,695,101,602,437,162,89,497,217,155,240,950,362,584,368,126,248,308,489,35,322,330,504,432,731,201,274,1098,241,231,600,634,106,57,58,545,472,102,136,233,321,134,69","562,92,67,175,6,940,226,100,695,101,602,437,162,89,497,217,155,240,950,362,584,368,126,248,308,489,35,322,330,504,432,731,201,274,1098,241,231,600,634,106,57,58,545,472,102,136,233,321,132,69",None,1,None,None,208.204,0.0,79.236,None,4.043,"{0, 1, 15}","{11, 2, 3}",{1},1.0,0.0,"{0, 1, 15},{7},{0, 16, 14},{11, 2, 3},{2, 3}","{11, 2, 3},{2, 3},{11, 2, 3},{7},{0, 1, 14}","{1},{1},{1},{1},{1}",0.417,0.158,"{0, 1, 15},{7},{0, 16, 14},{11, 2, 3},{2, 3},{11, 2, 3},{16, 3},{11, 2, 3},{7},{2, 3}","{11, 2, 3},{2, 3},{11, 2, 3},{7},{0, 1, 14},{0, 1, 13, 14, 16},{3, 14},{3},{11},{11, 2, 3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.279,0.261,"{0, 1, 15},{7},{0, 16, 14},{11, 2, 3},{2, 3},{11, 2, 3},{16, 3},{11, 2, 3},{7},{2, 3},{0, 1, 14},{11},{11, 13},{0, 1, 14},{13, 7},{0, 1, 13, 14, 16},{3},{0, 1},{3, 14},{11, 2, 3}","{11, 2, 3},{2, 3},{11, 2, 3},{7},{0, 1, 14},{0, 1, 13, 14, 16},{3, 14},{3},{11},{11, 2, 3},{11, 13},{0, 1, 13, 14, 16},{3},{0, 1},{16, 13, 7},{7},{16, 3},{3},{0, 16, 14},{3, 13}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.376,0.286,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
92,targeted,None,"96,405,332,609,900,99,31,223,69,154,306,1085,1035,649,358,50,535,632,141,64,134,84,11,178,970,862,210,25,53,90,531,447,243,502,356,87,414,782,26,645,648,365,341,771,268,24,104,13,214,861","96,405,332,609,900,99,31,223,69,154,306,1085,1035,649,358,50,535,632,141,64,134,84,11,178,970,862,210,25,53,90,531,447,243,502,356,87,414,782,26,645,764,365,341,771,268,24,104,13,214,861",None,1,None,None,200.169,0.0,81.927,None,3.777,"{0, 1, 14, 16}","{0, 16, 15, 7}",{1},1.0,0.0,"{0, 1, 14, 16},{10, 3},{0, 16, 15, 7},{3},{13, 7}","{0, 16, 15, 7},{3},{5},{13, 7},{0}","{1},{1},{1},{1},{1}",0.472,0.0,"{0, 1, 14, 16},{10, 3},{0, 16, 15, 7},{3},{13, 7},{0, 13, 15},{0},{0, 13, 7},{18},{0, 13, 15}","{0, 16, 15, 7},{3},{5},{13, 7},{0},{0, 13, 15},{0, 13, 7},{10, 3},{0, 15},{0, 1, 14, 16}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.334,0.107,"{0, 1, 14, 16},{10, 3},{0, 16, 15, 7},{3},{13, 7},{0, 13, 15},{0},{0, 13, 7},{18},{0, 13, 15},{5},{12, 15},{0, 15},{15, 14, 7},{15, 13, 7},{0, 17, 7},{13, 7},{3, 7},{13},{3}","{0, 16, 15, 7},{3},{5},{13, 7},{0},{0, 13, 15},{0, 13, 7},{10, 3},{0, 15},{0, 1, 14, 16},{0, 13, 15},{0, 17, 7},{12, 15},{13, 7},{3},{12, 15},{3, 7},{0, 15},{15, 14, 7},{15, 13, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.235,0.07,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
93,targeted,None,"85,591,125,279,1181,193,530,683,294,83,821,448,337,473,446,529,325,589,633,759,14,143,711,80,311,227,527,710,16,4,708,349,782,468,435,132,657,234,1211,511,465,416,690,720,2,492,185,555,874,631","85,591,125,279,1181,193,530,683,294,83,821,448,337,473,446,529,325,589,633,759,14,143,711,80,311,227,527,710,16,4,708,349,782,468,435,132,657,234,1211,511,465,416,690,720,2,492,185,555,874,181",None,1,None,None,196.091,0.0,48.193,None,5.279,"{0, 1, 3, 14}","{0, 13, 7}",{1},1.0,0.0,"{0, 1, 3, 14},{3, 13},{3, 5},{13, 7},{3}","{0, 13, 7},{7},{15, 7},{10, 12, 5, 15},{3, 7}","{1},{1},{1},{1},{1}",0.533,0.0,"{0, 1, 3, 14},{3, 13},{3, 5},{13, 7},{3},{3},{0, 15},{0, 13, 7},{0, 1, 13, 14, 16},{13, 7}","{0, 13, 7},{7},{15, 7},{10, 12, 5, 15},{3, 7},{7},{5, 7},{0, 13, 15},{0, 15},{13, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.476,0.0,"{0, 1, 3, 14},{3, 13},{3, 5},{13, 7},{3},{3},{0, 15},{0, 13, 7},{0, 1, 13, 14, 16},{13, 7},{14, 7},{0, 14},{7},{3},{3},{0, 14, 15},{0, 13, 15},{2, 3},{3, 13},{5, 7}","{0, 13, 7},{7},{15, 7},{10, 12, 5, 15},{3, 7},{7},{5, 7},{0, 13, 15},{0, 15},{13, 7},{3},{3, 5},{7},{7},{13, 7},{12, 15},{10, 15},{3, 13},{3, 7},{0, 12, 13, 15}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.338,0.0,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
94,targeted,None,"686,25,1043,1282,262,253,192,270,720,882,835,230,202,234,605,1055,148,1102,1024,7,115,699,220,81,158,210,608,157,772,227,409,201,178,356,550,1238,209,298,232,614,58,368,1349,279,779,472,162,364,530,294","686,25,1043,1282,262,253,192,270,720,882,835,230,202,234,605,1055,148,1102,1024,7,115,699,220,81,158,210,608,157,772,227,409,201,178,356,550,1238,209,298,232,614,58,368,1396,279,779,472,162,364,530,294",None,1,None,None,199.02,0.0,73.584,None,3.761,"{0, 1, 2, 10, 14}","{3, 13}",{1},1.0,0.0,"{0, 1, 2, 10, 14},{3, 13, 15},{2, 3},{11, 2, 3},{11, 13}","{3, 13},{2, 3},{3},{11, 2, 3},{3, 13, 15}","{1},{1},{1},{1},{1}",0.502,0.0,"{0, 1, 2, 10, 14},{3, 13, 15},{2, 3},{11, 2, 3},{11, 13},{3, 13, 15},{3, 13},{3, 13},{11, 3},{11, 2, 3}","{3, 13},{2, 3},{3},{11, 2, 3},{3, 13, 15},{3},{8, 3, 14, 7},{3, 13, 15},{3, 13},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.362,0.0,"{0, 1, 2, 10, 14},{3, 13, 15},{2, 3},{11, 2, 3},{11, 13},{3, 13, 15},{3, 13},{3, 13},{11, 3},{11, 2, 3},{1, 2, 14, 15},{3},{3},{11, 3, 13},{3, 13},{11, 2, 3},{2, 3},{1, 3},{0, 1},{3}","{3, 13},{2, 3},{3},{11, 2, 3},{3, 13, 15},{3},{8, 3, 14, 7},{3, 13, 15},{3, 13},{3},{3, 13},{3},{11, 13},{0, 1, 14},{11, 3, 13},{11, 2, 3},{11, 3},{0, 1, 3, 5},{11, 2, 3, 13},{8, 3, 5}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.369,0.104,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
95,targeted,None,"290,73,61,118,50,141,503,25,168,142,241,741,889,562,726,658,69,624,572,54,263,190,119,461,368,222,330,167,1120,180,296,217,735,248,439","290,73,61,118,50,141,503,25,168,142,241,741,889,562,726,658,69,624,572,54,263,190,119,461,368,222,330,167,1120,180,296,217,735,482,439",None,1,None,None,186.196,0.0,79.388,None,4.244,"{0, 1}","{0, 11, 3}",{1},1.0,0.0,"{0, 1},{3},{3, 14},{3},{14}","{0, 11, 3},{3, 14},{3},{3},{11, 3, 7}","{1},{1},{1},{1},{1}",0.45,0.0,"{0, 1},{3},{3, 14},{3},{14},{5, 7},{3},{3},{3},{0, 3, 7}","{0, 11, 3},{3, 14},{3},{3},{11, 3, 7},{3},{3, 13},{3},{3, 5},{0, 3, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.287,0.0,"{0, 1},{3},{3, 14},{3},{14},{5, 7},{3},{3},{3},{0, 3, 7},{15, 5, 7},{5, 14, 7},{3, 13},{3, 7},{3, 7},{3},{3, 13},{3},{11, 3, 7},{3}","{0, 11, 3},{3, 14},{3},{3},{11, 3, 7},{3},{3, 13},{3},{3, 5},{0, 3, 7},{3, 13},{3},{3, 13},{0, 1},{3, 13, 7},{3},{1, 3, 7},{10, 3},{3, 13},{3, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.166,0.087,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
96,targeted,None,"119,261,274,438,257,312,217,30,362,32,45,514,1006,155,395,114,315,494,887,212,339,62,656,1041,778,143,679,528,603,1263,605,169,884,1074,124,833,1245,653,586,1104,609,374,117,35,1098,618,281,210,772,635","119,261,274,438,257,312,217,30,362,32,45,514,1006,155,395,114,315,494,887,212,339,62,656,1041,778,143,679,528,603,1263,605,689,884,1074,124,833,1245,653,586,1104,609,374,117,35,1098,618,281,210,772,635",None,1,None,None,199.366,0.0,80.31,None,3.647,"{0, 1, 3, 10, 14}",{10},{1},1.0,0.0,"{0, 1, 3, 10, 14},{10},{10},{10, 3},{10}","{10},{10},{10},{10, 3},{5}","{1},{1},{1},{1},{1}",0.678,0.0,"{0, 1, 3, 10, 14},{10},{10},{10, 3},{10},{5},{10},{10, 7},{5},{0, 10}","{10},{10},{10},{10, 3},{5},{0, 1, 3, 10, 14},{8, 15, 7},{10, 7},{10},{0, 10}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.522,0.232,"{0, 1, 3, 10, 14},{10},{10},{10, 3},{10},{5},{10},{10, 7},{5},{0, 10},{14, 15},{7},{0, 1, 10, 3},{10, 15},{16, 7},{8, 15, 7},{10},{5, 15},{14, 7},{15, 7}","{10},{10},{10},{10, 3},{5},{0, 1, 3, 10, 14},{8, 15, 7},{10, 7},{10},{0, 10},{10, 15},{5},{10},{14},{0, 1, 10, 3},{0, 1, 14, 15},{10},{10},{10},{10}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.408,0.315,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
97,targeted,None,"315,603,27,233,545,162,96,653,24,178,132,366,121,18,78,404,720,41,1168,262,644,141,154,383,179,277,101,547,285,157,316,1246,476,391,731,802,289,321,932,639,255,475,218,113,54,857,823,202,246,512","315,603,27,233,545,162,96,653,24,178,132,366,121,18,78,404,720,41,1168,262,644,141,154,383,179,277,101,547,285,157,316,1246,476,391,731,802,289,321,932,639,255,475,218,113,1504,857,823,202,246,512",None,1,None,None,238.948,0.0,67.731,None,5.121,"{0, 1, 3, 14}",{3},{1},1.0,0.0,"{0, 1, 3, 14},{13, 7},{0, 1, 14},{3, 13},{5, 7}","{3},{0, 13, 15},{0, 13, 7},{13, 7},{7}","{1},{1},{1},{1},{1}",0.655,0.0,"{0, 1, 3, 14},{13, 7},{0, 1, 14},{3, 13},{5, 7},{0, 14, 15},{3},{15},{5, 15},{3}","{3},{0, 13, 15},{0, 13, 7},{13, 7},{7},{7},{0, 1, 14, 16},{3, 7},{7},{0, 15}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.5,0.151,"{0, 1, 3, 14},{13, 7},{0, 1, 14},{3, 13},{5, 7},{0, 14, 15},{3},{15},{5, 15},{3},{16, 7},{3},{7},{14, 7},{3, 14},{2, 3, 15},{0, 14},{3, 7},{3},{3, 5}","{3},{0, 13, 15},{0, 13, 7},{13, 7},{7},{7},{0, 1, 14, 16},{3, 7},{7},{0, 15},{12, 15},{15, 7},{3, 13},{10, 15},{13, 7},{14, 7},{7},{11, 7},{0, 12, 13, 15},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.355,0.096,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
