i,gen_strategy,gen_error,gen_source,gen_aligned,gen_alignment,gen_cost,gen_gt,gen_aligned_gt,gen_dataset_time,gen_good_points_percentage,gen_bad_points_percentage,gen_good_points_edit_distance,gen_bad_points_edit_distance,gen_aligned_gt@1,gen_gt@1,gen_target_y@1,gen_score@1,gen_source_score@1,gen_aligned_gt@5,gen_gt@5,gen_target_y@5,gen_score@5,gen_source_score@5,gen_aligned_gt@10,gen_gt@10,gen_target_y@10,gen_score@10,gen_source_score@10,gen_aligned_gt@20,gen_gt@20,gen_target_y@20,gen_score@20,gen_source_score@20,determinism,model,dataset,target_cat,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,timestamp
239,targeted,None,"290,32,241,261,6,542,312,50,897,278,175,181,391,472,330,688,126,58,924,239,751,343,483,274,730,1143,111,489,360,755,95,276,109,257,694,493,186,190,240,222,92,503,572,1048,255,37,362","290,32,241,261,6,542,312,50,897,278,175,181,391,472,330,688,126,58,924,239,751,343,483,274,730,1143,111,489,360,755,95,276,109,257,694,493,186,190,240,222,92,503,572,1005,255,37,362",None,1,None,None,31.942,0.0,17.859,None,6.194,"{0, 10}","{9, 12, 5}",{10},1.0,0.0,"{0, 10},{15, 7},{10, 13, 15},{0, 1, 13, 14, 16},{3, 5}","{9, 12, 5},{14},{16, 13, 7},{7},{7}","{10},{10},{10},{10},{10}",0.455,0.0,"{0, 10},{15, 7},{10, 13, 15},{0, 1, 13, 14, 16},{3, 5},{9, 12, 15},{16, 13, 7},{12, 15},{15, 7},{0, 16, 14, 15}","{9, 12, 5},{14},{16, 13, 7},{7},{7},{16, 14},{3, 5},{0, 10},{9, 12, 15},{13, 7}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.288,0.067,"{0, 10},{15, 7},{10, 13, 15},{0, 1, 13, 14, 16},{3, 5},{9, 12, 15},{16, 13, 7},{12, 15},{15, 7},{0, 16, 14, 15},{0, 14, 15},{0, 1, 7, 13, 14, 16},{11, 13},{9, 13, 15},{3, 13},{5, 15},{15, 5, 7},{5, 7},{0, 1, 13, 14, 16},{0, 1}","{9, 12, 5},{14},{16, 13, 7},{7},{7},{16, 14},{3, 5},{0, 10},{9, 12, 15},{13, 7},{10, 13, 15},{15, 7},{0, 1},{3},{14, 7},{0, 5, 7},{12, 15},{3, 15},{15, 7},{9, 14}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.178,0.1,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
240,targeted,None,"800,707,1129,310,268,842,1382,696,227,254,574,475,358,847,376,13,1349,1149,136,57,445,838,890,720,1168,340,336,483,242,348,548,390,101,292,439,54,265,322,102,489,183,162,221,37,21,630,180,321,160,63","800,707,1129,310,268,842,1382,696,227,254,574,475,358,847,376,13,1349,1149,136,57,445,838,890,720,1168,340,336,483,242,348,548,390,101,292,439,54,265,322,102,489,183,162,221,37,1034,630,180,321,162,63",None,2,None,None,30.621,0.0,0.916,None,5.787,"{0, 1, 3, 10, 14}",{7},{10},1.0,0.0,"{0, 1, 3, 10, 14},{0, 1, 15},{0, 1, 14},{0, 15},{0, 1, 14}","{7},{11},{7},{8, 3, 14, 7},{11, 2, 3}","{10},{10},{10},{10},{10}",0.48,0.0,"{0, 1, 3, 10, 14},{0, 1, 15},{0, 1, 14},{0, 15},{0, 1, 14},{0, 13},{0, 13, 15},{0, 1, 3, 13},{0, 15},{0, 1, 15}","{7},{11},{7},{8, 3, 14, 7},{11, 2, 3},{11, 3},{3},{1, 17, 7},{3, 13},{3, 13}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.337,0.0,"{0, 1, 3, 10, 14},{0, 1, 15},{0, 1, 14},{0, 15},{0, 1, 14},{0, 13},{0, 13, 15},{0, 1, 3, 13},{0, 15},{0, 1, 15},{0, 1},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 16, 7},{0, 13, 15},{0},{0, 5, 15},{0},{0, 1, 14}","{7},{11},{7},{8, 3, 14, 7},{11, 2, 3},{11, 3},{3},{1, 17, 7},{3, 13},{3, 13},{11, 2, 3},{0, 1, 14},{11, 2, 3},{0, 13},{3, 13},{11, 2, 3},{3, 7},{0, 1},{0, 1, 3, 13},{3, 13, 7}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.237,0.0,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
241,targeted,None,"290,140,158,694,551,696,542,588,983,175,94,236,400,754,50,113,114,289,210,432,602,7,298,558,582,241","290,140,158,694,551,696,542,588,983,175,94,236,400,754,50,113,558,289,602,432,602,7,82,582,89,241",None,5,None,None,26.394,0.0,1.282,None,6.286,"{10, 13, 15}","{12, 15, 14, 7}",{10},1.0,0.0,"{10, 13, 15},{12, 7},{0, 17, 3},{16, 3, 13},{12, 15, 14, 7}","{12, 15, 14, 7},{16, 3, 13},{12, 7},{3, 14},{16, 3}","{10},{10},{10},{10},{10}",0.349,0.0,"{10, 13, 15},{12, 7},{0, 17, 3},{16, 3, 13},{12, 15, 14, 7},{15},{0, 15, 7},{3},{3, 14},{16, 3}","{12, 15, 14, 7},{16, 3, 13},{12, 7},{3, 14},{16, 3},{3},{3},{0, 1},{0, 15, 7},{3}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.262,0.0,"{10, 13, 15},{12, 7},{0, 17, 3},{16, 3, 13},{12, 15, 14, 7},{15},{0, 15, 7},{3},{3, 14},{16, 3},{0, 1},{3, 5},{14},{14},{5, 7},{13, 7},{16, 7},{15, 7},{11, 1, 3, 7},{3}","{12, 15, 14, 7},{16, 3, 13},{12, 7},{3, 14},{16, 3},{3},{3},{0, 1},{0, 15, 7},{3},{7},{14},{11, 1, 3, 7},{3, 13},{14},{3, 5},{7},{0, 17, 3},{1, 3, 7},{16, 7}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.186,0.0,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
242,targeted,None,"290,61,96,361,996,1070,360,696,539,186,102,562,330,320,658,201,623,768,409,171","290,61,96,361,996,1070,360,696,539,186,320,562,330,1651,658,201,623,768,102,171",None,3,None,None,25.892,0.0,0.684,None,6.732,"{10, 3}","{15, 7}",{10},1.0,0.0,"{10, 3},{3, 15},{5, 15},{16, 13, 7},{16, 14}","{15, 7},{16, 13, 7},{0, 1},{16, 7},{7}","{10},{10},{10},{10},{10}",0.316,0.0,"{10, 3},{3, 15},{5, 15},{16, 13, 7},{16, 14},{15, 7},{0, 16, 14, 15},{5, 15},{7},{7}","{15, 7},{16, 13, 7},{0, 1},{16, 7},{7},{7},{7},{7},{11, 1, 3, 7},{16, 14}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.208,0.0,"{10, 3},{3, 15},{5, 15},{16, 13, 7},{16, 14},{15, 7},{0, 16, 14, 15},{5, 15},{7},{7},{16, 7},{15, 5, 7},{5, 7},{0, 10, 14, 15},{0, 14, 15},{15, 7},{0, 1},{9, 15},{12, 15},{5, 7}","{15, 7},{16, 13, 7},{0, 1},{16, 7},{7},{7},{7},{7},{11, 1, 3, 7},{16, 14},{9, 12, 15},{12, 7},{7},{12, 15},{0, 1, 3, 13},{3, 15},{0, 1, 7, 13, 14, 16},{10, 13, 15},{7},{0, 10, 14, 15}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.194,0.102,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
243,targeted,None,"140,405,252,99,361,89,109,37,551,450,241,239,492,32,274,236,67,624,53,230,61,50,134,90,78,31,18,84,366","140,405,252,99,361,89,109,37,551,450,241,239,492,32,274,236,67,624,53,61,50,134,18,18,310,84,366,958,366",None,7,None,None,26.969,0.0,0.281,None,6.13,"{10, 15}","{13, 7}",{10},1.0,0.0,"{10, 15},{5, 15},{3},{12, 15},{1, 3}","{13, 7},{3, 13},{3, 13},{3, 13},{0, 1, 3, 14}","{10},{10},{10},{10},{10}",0.371,0.0,"{10, 15},{5, 15},{3},{12, 15},{1, 3},{3, 13, 15},{3},{11, 7},{3},{16, 3}","{13, 7},{3, 13},{3, 13},{3, 13},{0, 1, 3, 14},{3},{0, 16, 14},{13, 7},{7},{1, 3}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.241,0.0,"{10, 15},{5, 15},{3},{12, 15},{1, 3},{3, 13, 15},{3},{11, 7},{3},{16, 3},{3},{3, 13},{7},{13, 7},{3},{3},{0, 13, 7},{0, 1, 17},{3},{3}","{13, 7},{3, 13},{3, 13},{3, 13},{0, 1, 3, 14},{3},{0, 16, 14},{13, 7},{7},{1, 3},{3},{3},{3},{3, 13},{3},{7},{13, 7},{2, 3},{0, 1, 14},{13, 7}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.163,0.0,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
244,targeted,None,"175,257,650,67,472,79,241,658,594,1411,1048,983,562,937,102,358,126,217,582,245,33,58,180,480,162,100,497,183,518,443,698,362,35,819,310,285,768,348,296,857,101,437,360,539,113,53,755,94,255,32","175,257,650,67,472,79,241,658,594,1411,1048,983,562,937,102,358,126,217,582,245,33,58,180,480,162,100,497,183,518,443,698,362,35,819,310,285,768,348,296,857,101,437,360,53,113,53,755,94,255,32",None,1,None,None,31.927,0.0,20.508,None,5.395,"{0, 10}","{0, 10}",{10},1.0,1.0,"{0, 10},{14, 7},{15, 7},{13, 7},{10, 13, 15}","{0, 10},{13, 7},{14, 7},{15, 7},{10, 13, 15}","{10},{10},{10},{10},{10}",0.503,0.503,"{0, 10},{14, 7},{15, 7},{13, 7},{10, 13, 15},{16, 13, 7},{3, 5},{3},{14},{11, 13}","{0, 10},{13, 7},{14, 7},{15, 7},{10, 13, 15},{3, 5},{3},{16, 13, 7},{14},{0, 17, 3}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.343,0.335,"{0, 10},{14, 7},{15, 7},{13, 7},{10, 13, 15},{16, 13, 7},{3, 5},{3},{14},{11, 13},{0, 14, 15},{0, 17, 3},{12, 7},{16, 3},{8, 3, 14, 7},{7},{11, 1, 3, 7},{3, 5},{9, 15},{0, 11, 3}","{0, 10},{13, 7},{14, 7},{15, 7},{10, 13, 15},{3, 5},{3},{16, 13, 7},{14},{0, 17, 3},{12, 7},{0, 14, 15},{11, 13},{7},{16, 3},{8, 3, 14, 7},{9, 12, 15},{9, 15},{11, 1, 3, 7},{0, 1}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.201,0.202,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
245,targeted,None,"119,13,865,289,539,320,409,222,53,261,1080,285,480,724,113,79,626,32,257,242,109,474,623,276,937,562,489,1057,730,509,67,966,33,513,312,437,567,37,298,330,316,275,162,58,155,50,819,857,380,94","119,13,865,289,539,320,409,222,53,261,1080,285,480,724,113,79,626,32,257,242,109,474,623,276,937,562,489,1057,730,509,67,966,33,513,312,437,567,37,298,330,316,275,162,58,94,1641,819,380,380,94",None,3,None,None,30.892,0.0,0.671,None,6.418,"{10, 13, 15}","{3, 7}",{10},1.0,0.0,"{10, 13, 15},{16, 7},{7},{0, 10},{17}","{3, 7},{13, 7},{3},{3, 13, 7},{0, 7, 12, 13, 15}","{10},{10},{10},{10},{10}",0.642,0.0,"{10, 13, 15},{16, 7},{7},{0, 10},{17},{7},{3, 13},{14},{3, 7},{15, 7}","{3, 7},{13, 7},{3},{3, 13, 7},{0, 7, 12, 13, 15},{7},{12, 15},{16, 7},{0, 1},{0, 1, 13, 16}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.453,0.0,"{10, 13, 15},{16, 7},{7},{0, 10},{17},{7},{3, 13},{14},{3, 7},{15, 7},{16, 3},{12, 7},{7},{16, 7},{12, 15},{8, 3, 14, 7},{16, 3, 13},{0, 11, 3},{13, 7},{5, 7}","{3, 7},{13, 7},{3},{3, 13, 7},{0, 7, 12, 13, 15},{7},{12, 15},{16, 7},{0, 1},{0, 1, 13, 16},{16, 13, 7},{15, 5, 7},{7},{9, 13, 15},{13, 7},{3, 12, 15},{12, 7},{7},{3},{7}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.271,0.0,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
246,targeted,None,"290,105,653,1028,252,961,50,210,503,513,142,978,874,181,356,365,696,189,553,677,596,408,69,644,121,502,78,29,407,601,488,401,863,137,141,404,782,856,307,491","290,105,653,1028,252,961,50,210,503,513,142,978,874,181,356,365,696,189,553,677,596,408,69,644,121,502,78,29,407,601,488,401,863,137,141,404,1371,782,307,887",None,3,None,None,28.145,0.0,0.403,None,6.364,"{10, 14, 15}","{0, 16, 14}",{10},1.0,0.0,"{10, 14, 15},{10, 7},{10, 7},{10, 13},{0, 10}","{0, 16, 14},{0, 1, 12},{3, 13},{0, 1, 15},{3, 13}","{10},{10},{10},{10},{10}",1.0,0.0,"{10, 14, 15},{10, 7},{10, 7},{10, 13},{0, 10},{10},{10, 7},{0, 15},{15},{10}","{0, 16, 14},{0, 1, 12},{3, 13},{0, 1, 15},{3, 13},{9, 5, 15},{0, 1, 8},{0, 15},{0, 16, 3, 14},{7}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.898,0.0,"{10, 14, 15},{10, 7},{10, 7},{10, 13},{0, 10},{10},{10, 7},{0, 15},{15},{10},{10},{10},{0, 10, 14, 15},{7},{10, 14, 15},{15, 7},{10},{10, 3},{10},{7}","{0, 16, 14},{0, 1, 12},{3, 13},{0, 1, 15},{3, 13},{9, 5, 15},{0, 1, 8},{0, 15},{0, 16, 3, 14},{7},{7},{0, 15},{5},{3, 13},{5},{7},{0, 15},{7},{3},{3, 13}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.858,0.0,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
247,targeted,None,"290,492,381,653,11,137,90,358,320,157,255,25,322,604,102,192,239,472,305,612,218,261,50,263,274,730,624,109,187,796,53","290,492,381,653,11,137,90,358,320,157,255,25,322,604,102,192,239,472,305,612,218,261,50,263,274,730,164,154,796,869,53",None,4,None,None,26.67,0.0,0.354,None,6.31,{10},"{16, 13, 7}",{10},1.0,0.0,"{10},{10, 13, 15},{15, 7},{0, 10},{0, 1, 14, 15}","{16, 13, 7},{0, 1, 13, 16},{16, 14},{7},{7}","{10},{10},{10},{10},{10}",0.596,0.0,"{10},{10, 13, 15},{15, 7},{0, 10},{0, 1, 14, 15},{15},{10},{10},{15, 5, 7},{5, 7}","{16, 13, 7},{0, 1, 13, 16},{16, 14},{7},{7},{3, 15},{11, 13},{16, 1},{7},{0, 1}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.501,0.0,"{10},{10, 13, 15},{15, 7},{0, 10},{0, 1, 14, 15},{15},{10},{10},{15, 5, 7},{5, 7},{10},{10},{10},{10},{10},{9, 12},{0, 1, 14},{10},{10},{10, 3}","{16, 13, 7},{0, 1, 13, 16},{16, 14},{7},{7},{3, 15},{11, 13},{16, 1},{7},{0, 1},{3},{3},{3, 12, 15},{1},{16, 7},{3, 13, 7},{7},{15, 7},{11, 1, 3, 7},{12, 15}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.543,0.0,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
248,targeted,None,"158,41,176,467,108,523,13,666,53,849,90,1171,358,614,134,408,662,303,18,11","158,41,176,467,108,523,13,666,53,849,18,1171,358,408,134,347,1021,303,18,478",None,5,None,None,24.314,0.0,0.22,None,6.389,{10},{3},{10},1.0,0.0,"{10},{15, 7},{10, 13, 15},{3},{3}","{3},{12},{0, 1, 3, 14},{3, 13},{3}","{10},{10},{10},{10},{10}",0.546,0.0,"{10},{15, 7},{10, 13, 15},{3},{3},{3, 13},{10},{3, 7},{3, 7},{10, 3}","{3},{12},{0, 1, 3, 14},{3, 13},{3},{0, 16, 14},{1, 3},{13, 7},{3},{3, 13}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.459,0.0,"{10},{15, 7},{10, 13, 15},{3},{3},{3, 13},{10},{3, 7},{3, 7},{10, 3},{5, 7},{0, 1},{7},{7},{0, 10},{3, 13},{12, 15},{16, 7},{14},{0, 7}","{3},{12},{0, 1, 3, 14},{3, 13},{3},{0, 16, 14},{1, 3},{13, 7},{3},{3, 13},{0, 1, 12},{7},{7},{16, 7},{0, 16, 3, 14},{0, 1, 14},{3},{11, 2, 3},{13, 7},{11, 2, 3}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.335,0.0,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
249,targeted,None,"290,874,1265,90,149,401,503,134,601,69,666,1085,243,1070,598,649,60,50,513","290,874,1265,90,149,401,503,134,601,69,666,1085,243,1070,649,1041,60,50,50",None,3,None,None,24.682,0.0,0.623,None,6.471,"{10, 13, 15}",{7},{10},1.0,0.0,"{10, 13, 15},{7},{6},{15, 5, 7},{3}","{7},{16, 7},{6, 7},{14, 7},{7}","{10},{10},{10},{10},{10}",0.516,0.0,"{10, 13, 15},{7},{6},{15, 5, 7},{3},{16, 1},{13, 7},{3, 7},{0, 1},{7}","{7},{16, 7},{6, 7},{14, 7},{7},{7},{13, 7},{13, 7},{13, 7},{15, 5, 7}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.344,0.0,"{10, 13, 15},{7},{6},{15, 5, 7},{3},{16, 1},{13, 7},{3, 7},{0, 1},{7},{7},{0, 5, 7},{16, 7},{2},{7},{5, 7},{7},{0, 16, 7},{8, 15, 7},{0, 1, 13, 14, 16}","{7},{16, 7},{6, 7},{14, 7},{7},{7},{13, 7},{13, 7},{13, 7},{15, 5, 7},{13, 7},{3},{7},{16, 7},{7},{3},{7},{7},{13, 7},{2, 3}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.213,0.0,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
250,targeted,None,"105,158,176,244,961,281,692,405,99,361,52,145,900,118,96,270,586,269,1024,931","105,158,176,244,961,281,692,405,99,361,34,145,900,118,96,270,318,269,1024,269",None,3,None,None,24.633,0.0,7.349,None,6.264,"{0, 10, 14, 15}","{0, 1}",{10},1.0,0.0,"{0, 10, 14, 15},{5, 15},{0, 1, 7, 13, 14, 16},{0, 16, 14, 15},{3, 15}","{0, 1},{14, 15},{1, 3, 7},{3, 13},{3}","{10},{10},{10},{10},{10}",0.372,0.0,"{0, 10, 14, 15},{5, 15},{0, 1, 7, 13, 14, 16},{0, 16, 14, 15},{3, 15},{0, 1, 13, 14, 16},{14, 15},{9, 14},{0, 16, 7},{0, 12, 14, 15}","{0, 1},{14, 15},{1, 3, 7},{3, 13},{3},{0, 1, 14, 15},{0, 12, 14, 15},{3},{0, 1, 13, 14, 16},{3}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.252,0.0,"{0, 10, 14, 15},{5, 15},{0, 1, 7, 13, 14, 16},{0, 16, 14, 15},{3, 15},{0, 1, 13, 14, 16},{14, 15},{9, 14},{0, 16, 7},{0, 12, 14, 15},{0, 5, 7},{7},{5, 7},{5, 7},{7},{0, 15},{7},{0, 1, 14, 15},{16, 13, 7},{0, 16, 7}","{0, 1},{14, 15},{1, 3, 7},{3, 13},{3},{0, 1, 14, 15},{0, 12, 14, 15},{3},{0, 1, 13, 14, 16},{3},{16, 3},{0, 3},{0, 15, 7},{3, 13},{7},{0, 16, 15, 7},{1, 13},{13, 7},{0, 1},{3}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.187,0.0,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
251,targeted,None,"732,290,244,794,755,58,538,63,726,239,276,183,231,300,90,1330,155,241,503,192,240,475,341,245,275,512,929,653,628,945,1118,1258,190,53,11,159","732,290,244,794,755,58,538,63,726,239,276,183,231,300,90,1330,155,241,503,192,240,475,341,245,275,512,929,653,628,945,628,1258,53,11,1459,159",None,3,None,None,26.394,0.0,0.659,None,6.574,{10},"{3, 13}",{10},1.0,0.0,"{10},{5, 7},{0, 10},{5},{10}","{3, 13},{0, 1, 3, 14},{0, 1, 14},{0, 14, 15},{0, 1, 13, 14, 16}","{10},{10},{10},{10},{10}",0.585,0.0,"{10},{5, 7},{0, 10},{5},{10},{15, 7},{15, 5, 7},{0, 1, 10, 3},{10},{10, 3}","{3, 13},{0, 1, 3, 14},{0, 1, 14},{0, 14, 15},{0, 1, 13, 14, 16},{0, 1, 13, 14, 16},{0, 14},{0, 1, 15},{0, 1, 15},{0, 5, 7}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.571,0.0,"{10},{5, 7},{0, 10},{5},{10},{15, 7},{15, 5, 7},{0, 1, 10, 3},{10},{10, 3},{10},{10, 7},{12, 15},{14, 7},{15},{3, 5},{10},{10, 13, 15},{0, 15},{5, 15}","{3, 13},{0, 1, 3, 14},{0, 1, 14},{0, 14, 15},{0, 1, 13, 14, 16},{0, 1, 13, 14, 16},{0, 14},{0, 1, 15},{0, 1, 15},{0, 5, 7},{13, 7},{3},{7},{2, 3},{0, 16, 14},{13, 7},{0, 16, 7},{3, 5},{0, 15},{15, 5, 7}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.508,0.0,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
252,targeted,None,"278,368,966,542,97,568,92,126,885,868,819,857,1157,320,593,562,22,102,670,67,751,612,237,539,274,54,572,600,10,187,217,261,730,181,155,119,1047,35,263,623,551,588,6,57,37,474,157,300,585,289","278,368,966,542,97,568,92,126,885,868,819,857,1157,320,593,562,22,102,670,67,751,612,237,539,274,54,572,600,10,187,217,261,730,181,155,119,1047,35,263,623,551,588,6,57,37,474,1219,300,289,289",None,2,None,None,28.983,0.0,1.172,None,6.115,{10},"{3, 7}",{10},1.0,0.0,"{10},{0, 13, 5},{0, 10},{14},{10, 14}","{3, 7},{16, 13, 7},{11, 13},{3, 13},{0, 1, 13, 16}","{10},{10},{10},{10},{10}",0.544,0.0,"{10},{0, 13, 5},{0, 10},{14},{10, 14},{10},{16, 7},{0, 17, 3},{0, 15},{0, 17}","{3, 7},{16, 13, 7},{11, 13},{3, 13},{0, 1, 13, 16},{11, 1, 3, 7},{3, 7},{3, 5},{3, 5},{3}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.38,0.0,"{10},{0, 13, 5},{0, 10},{14},{10, 14},{10},{16, 7},{0, 17, 3},{0, 15},{0, 17},{3},{0, 16, 7},{9, 12, 5},{3, 13},{15},{3, 13},{15},{0, 11, 3},{0, 3, 7},{9, 5, 7}","{3, 7},{16, 13, 7},{11, 13},{3, 13},{0, 1, 13, 16},{11, 1, 3, 7},{3, 7},{3, 5},{3, 5},{3},{12},{0, 17, 3},{14},{3},{13, 7},{3, 13, 7},{0, 7, 12, 13, 15},{12, 15},{7},{12, 15}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.228,0.0,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
