i,gen_strategy,gen_error,gen_source,gen_aligned,gen_alignment,gen_cost,gen_gt,gen_aligned_gt,gen_dataset_time,gen_good_points_percentage,gen_bad_points_percentage,gen_good_points_edit_distance,gen_bad_points_edit_distance,gen_aligned_gt@1,gen_gt@1,gen_target_y@1,gen_score@1,gen_source_score@1,gen_aligned_gt@5,gen_gt@5,gen_target_y@5,gen_score@5,gen_source_score@5,gen_aligned_gt@10,gen_gt@10,gen_target_y@10,gen_score@10,gen_source_score@10,gen_aligned_gt@20,gen_gt@20,gen_target_y@20,gen_score@20,gen_source_score@20,split,status,score,source,aligned,alignment,cost,gt,aligned_gt,dataset_time,align_time,automata_learning_time,aligned_gt@1,gt@1,preds_gt@1,score@1,aligned_gt@5,gt@5,preds_gt@5,score@5,aligned_gt@10,gt@10,preds_gt@10,score@10,aligned_gt@20,gt@20,preds_gt@20,score@20,determinism,model,dataset,target_cat,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,timestamp
353,genetic,None,"74,191,648,1240,142,18,856,61,452,268,771,978,615,299,176,801,511,1154,26,556,24,468,200,291,575,10,844,263,236,857,331,568,493,300,1156,170,1128,803,773,809,295,780,1318,378,424,914,1302,1097,512,140","74,191,648,1240,142,18,856,61,452,268,771,978,615,299,176,801,511,1154,26,556,24,468,200,291,575,10,844,263,236,857,331,568,493,300,1156,170,1128,803,773,809,295,780,1318,378,424,191,1302,1097,512,140",None,1,None,None,265.581,None,None,None,None,513,692,None,0,None,"513,223,2,90,381","692,513,262,131,381",None,0.238,None,"513,223,2,90,381,692,244,600,1064,1168","692,513,262,131,381,512,1168,5,2,720",None,0.219,None,"513,223,2,90,381,692,244,600,1064,1168,951,131,978,167,1070,737,134,274,281,262","692,513,262,131,381,512,1168,5,2,720,172,492,281,951,90,1064,756,978,1379,167",None,0.184,None,"(None, 10, 0)",None,None,"74,191,648,1240,142,18,856,61,452,268,771,978,615,299,176,801,511,1154,26,556,24,468,200,291,575,10,844,263,236,857,331,568,493,300,1156,170,1128,803,773,809,295,780,1318,378,424,914,1302,1097,512,140","74,191,648,1240,142,18,856,61,452,268,771,978,615,299,176,801,511,1154,26,556,24,468,200,291,575,10,844,263,236,857,331,568,493,300,1156,170,1128,803,773,809,295,780,1318,378,424,914,1302,1097,512,39","sync_74,sync_191,sync_648,sync_1240,sync_142,sync_18,sync_856,sync_61,sync_452,sync_268,sync_771,sync_978,sync_615,sync_299,sync_176,sync_801,sync_511,sync_1154,sync_26,sync_556,sync_24,sync_468,sync_200,sync_291,sync_575,sync_10,sync_844,sync_263,sync_236,sync_857,sync_331,sync_568,sync_493,sync_300,sync_1156,sync_170,sync_1128,sync_803,sync_773,sync_809,sync_295,sync_780,sync_1318,sync_378,sync_424,sync_914,sync_1302,sync_1097,sync_512,add_39,del_140",1,None,None,None,101.826,None,829,692,None,0,"829,35,90,274,489","692,513,262,131,381",None,0.0,"829,35,90,274,489,1379,1084,883,513,612","692,513,262,131,381,512,1168,5,2,720",None,0.017,"829,35,90,274,489,1379,1084,883,513,612,1064,167,978,613,236,97,175,562,472,201","692,513,262,131,381,512,1168,5,2,720,172,492,281,951,90,1064,756,978,1379,167",None,0.031,True,GRU4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Sat, 01 Feb 2025 15:13:38"
354,genetic,None,"653,99,756,378,192,472,102,21,71,358,32,162,802,741,79,205,896,857,588,101,183,696,190,368,180,54,457,245,103,507,232,114,57,310,121,69,221,113,1156,648,255,1017,321,248,294,201,1,167,48,34","637,99,756,378,192,472,102,21,71,358,32,162,802,741,79,205,896,857,588,101,183,696,190,368,180,54,457,245,103,507,232,114,57,310,121,69,221,113,1156,648,255,1017,321,248,294,201,1,167,48,34",None,1,None,None,180.095,None,None,None,None,865,419,None,0,None,"865,157,33,93,23","419,157,432,310,102",None,0.214,None,"865,157,33,93,23,391,1461,949,255,201","419,157,432,310,102,58,32,57,54,321",None,0.139,None,"865,157,33,93,23,391,1461,949,255,201,409,432,276,32,119,54,102,78,240,192","419,157,432,310,102,58,32,57,54,321,409,457,167,7,553,594,655,113,201,240",None,0.171,None,"(None, 10, 0)",None,None,"653,99,756,378,192,472,102,21,71,358,32,162,802,741,79,205,896,857,588,101,183,696,190,368,180,54,457,245,103,507,232,114,57,310,121,69,221,113,1156,648,255,1017,321,248,294,201,1,167,48,34","653,99,756,378,192,472,102,21,71,358,32,162,802,741,79,205,896,857,588,101,183,696,190,368,180,54,457,245,103,507,232,114,57,310,121,69,221,113,1156,648,255,1017,321,248,294,201,1,167,48,34","sync_653,sync_99,sync_756,sync_378,sync_192,sync_472,sync_102,sync_21,sync_71,sync_358,sync_32,sync_162,sync_802,sync_741,sync_79,sync_205,sync_896,sync_857,sync_588,sync_101,sync_183,sync_696,sync_190,sync_368,sync_180,sync_54,sync_457,sync_245,sync_103,sync_507,sync_232,sync_114,sync_57,sync_310,sync_121,sync_69,sync_221,sync_113,sync_1156,sync_648,sync_255,sync_1017,sync_321,sync_248,sync_294,sync_201,sync_1,sync_167,sync_48,sync_34",0,None,None,None,2.249,None,419,419,None,1,"419,157,432,310,102","419,157,432,310,102",None,1.0,"419,157,432,310,102,58,32,57,54,321","419,157,432,310,102,58,32,57,54,321",None,1.0,"419,157,432,310,102,58,32,57,54,321,409,457,167,7,553,594,655,113,201,240","419,157,432,310,102,58,32,57,54,321,409,457,167,7,553,594,655,113,201,240",None,1.0,True,GRU4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Sat, 01 Feb 2025 15:13:38"
355,genetic,None,"861,492,2,61,176,752,158,569,99,405,141,358,210,453,53,26,404,351,24,137,1014,771,1197,268,383,513,372,74,87,433,50,366,84,182,18,107,468,1211,368,278,201,113,218,897,241,79,327,548,338,7","861,492,2,61,176,752,158,569,99,405,141,358,210,453,53,26,404,351,24,137,1014,771,1197,268,383,513,372,74,87,443,50,366,84,182,18,107,468,1211,368,278,201,113,218,897,241,79,327,548,338,7",None,1,None,None,289.872,None,None,None,None,437,175,None,0,None,"437,218,695,889,255","175,437,218,241,119",None,0.192,None,"437,218,695,889,255,298,658,126,241,463","175,437,218,241,119,278,126,889,330,562",None,0.191,None,"437,218,695,889,255,298,658,126,241,463,175,698,119,755,240,278,357,486,79,289","175,437,218,241,119,278,126,889,330,562,289,897,504,79,162,658,255,698,95,257",None,0.168,None,"(None, 10, 0)",None,None,"861,492,2,61,176,752,158,569,99,405,141,358,210,453,53,26,404,351,24,137,1014,771,1197,268,383,513,372,74,87,433,50,366,84,182,18,107,468,1211,368,278,201,113,218,897,241,79,327,548,338,7","861,492,2,61,176,752,158,569,99,405,141,358,210,453,53,26,404,351,24,137,1014,771,1197,268,383,513,372,74,87,433,50,366,84,182,18,107,468,1211,368,278,201,113,218,897,241,79,327,548,338,120","sync_861,sync_492,sync_2,sync_61,sync_176,sync_752,sync_158,sync_569,sync_99,sync_405,sync_141,sync_358,sync_210,sync_453,sync_53,sync_26,sync_404,sync_351,sync_24,sync_137,sync_1014,sync_771,sync_1197,sync_268,sync_383,sync_513,sync_372,sync_74,sync_87,sync_433,sync_50,sync_366,sync_84,sync_182,sync_18,sync_107,sync_468,sync_1211,sync_368,sync_278,sync_201,sync_113,sync_218,sync_897,sync_241,sync_79,sync_327,sync_548,sync_338,add_120,del_7",1,None,None,None,122.343,None,241,175,None,0,"241,889,119,175,539","175,437,218,241,119",None,0.165,"241,889,119,175,539,111,82,162,218,562","175,437,218,241,119,278,126,889,330,562",None,0.196,"241,889,119,175,539,111,82,162,218,562,695,548,412,360,658,500,572,437,298,255","175,437,218,241,119,278,126,889,330,562,289,897,504,79,162,658,255,698,95,257",None,0.162,True,GRU4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Sat, 01 Feb 2025 15:13:38"
356,genetic,None,"190,25,69,178,446,174,279,104,404,137,720,53,388,351,176,1035,361,121,358,653","190,53,69,178,446,174,279,104,404,137,720,53,388,351,176,1035,361,121,358,653",None,1,None,None,176.859,None,None,None,None,351,404,None,0,None,"351,404,132,52,340","404,351,52,178,653",None,0.361,None,"351,404,132,52,340,178,53,41,96,11","404,351,52,178,653,306,340,290,96,553",None,0.357,None,"351,404,132,52,340,178,53,41,96,11,290,361,653,141,553,121,306,669,746,1078","404,351,52,178,653,306,340,290,96,553,361,53,11,141,132,41,121,137,176,158",None,0.354,None,"(None, 10, 0)",None,None,"190,25,69,178,446,174,279,104,404,137,720,53,388,351,176,1035,361,121,358,653","190,25,69,178,446,174,279,104,404,137,720,53,388,351,176,1035,361,121,358,653,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_190,sync_25,sync_69,sync_178,sync_446,sync_174,sync_279,sync_104,sync_404,sync_137,sync_720,sync_53,sync_388,sync_351,sync_176,sync_1035,sync_361,sync_121,sync_358,sync_653",0,None,None,None,5.655,None,404,404,None,1,"404,351,52,178,653","404,351,52,178,653",None,1.0,"404,351,52,178,653,306,340,290,96,553","404,351,52,178,653,306,340,290,96,553",None,1.0,"404,351,52,178,653,306,340,290,96,553,361,53,11,141,132,41,121,137,176,158","404,351,52,178,653,306,340,290,96,553,361,53,11,141,132,41,121,137,176,158",None,1.0,True,GRU4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Sat, 01 Feb 2025 15:13:38"
357,genetic,None,"425,173,473,962,204,324,202,179,180,1129,7,407,615,719,591,704,17,98,69,1066,125,683,227,137,24,611,457,104,156,233,1077,254,574,65,557,378,432,135,373,18,1144,294,529,84,212,194,183,292,436,802","425,173,473,962,204,324,202,179,180,1129,7,407,615,719,591,704,17,98,69,1066,125,683,227,137,24,611,457,104,156,233,1077,254,574,65,557,378,432,135,373,18,1144,294,529,84,212,194,183,292,473,802",None,1,None,None,212.712,None,None,None,None,436,1228,None,0,None,"436,1218,34,529,292","1228,292,529,34,436",None,0.238,None,"436,1218,34,529,292,574,367,550,337,1228","1228,292,529,34,436,448,1218,197,337,209",None,0.255,None,"436,1218,34,529,292,574,367,550,337,1228,448,834,83,530,878,209,115,197,310,412","1228,292,529,34,436,448,1218,197,337,209,574,160,834,782,367,310,453,505,550,9",None,0.223,None,"(None, 10, 0)",None,None,"425,173,473,962,204,324,202,179,180,1129,7,407,615,719,591,704,17,98,69,1066,125,683,227,137,24,611,457,104,156,233,1077,254,574,65,557,378,432,135,373,18,1144,294,529,84,212,194,183,292,436,802","425,173,473,962,204,324,202,179,180,1129,7,407,615,719,591,704,17,98,69,1066,125,683,227,137,24,611,457,104,156,233,1077,254,574,65,557,378,432,135,373,18,1144,294,529,84,212,194,183,292,436,244","sync_425,sync_173,sync_473,sync_962,sync_204,sync_324,sync_202,sync_179,sync_180,sync_1129,sync_7,sync_407,sync_615,sync_719,sync_591,sync_704,sync_17,sync_98,sync_69,sync_1066,sync_125,sync_683,sync_227,sync_137,sync_24,sync_611,sync_457,sync_104,sync_156,sync_233,sync_1077,sync_254,sync_574,sync_65,sync_557,sync_378,sync_432,sync_135,sync_373,sync_18,sync_1144,sync_294,sync_529,sync_84,sync_212,sync_194,sync_183,sync_292,sync_436,add_244,del_802",1,None,None,None,79.173,None,290,1228,None,0,"290,643,18,154,178","1228,292,529,34,436",None,0.0,"290,643,18,154,178,453,444,197,34,574","1228,292,529,34,436,448,1218,197,337,209",None,0.085,"290,643,18,154,178,453,444,197,34,574,448,436,83,74,137,720,405,383,26,337","1228,292,529,34,436,448,1218,197,337,209,574,160,834,782,367,310,453,505,550,9",None,0.097,True,GRU4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Sat, 01 Feb 2025 15:13:38"
358,genetic,None,"381,492,73,244,290,405,2,158,105,49,99,44,281,653,270,861,118,961,361,485,815,252,970,243,1085,601,142,134,50,323,1197,90,53,503,59,11,210,121,306,358,696,13,407,69,874,78,178,863,87","381,492,73,244,290,405,2,158,105,49,99,44,281,653,270,861,118,961,361,485,815,252,970,243,1085,601,142,134,50,323,1197,90,53,503,59,11,210,1201,306,358,696,13,407,69,874,78,178,863,87",None,1,None,None,216.143,None,None,None,None,154,11,None,0,None,"154,78,141,13,84","11,154,29,78,141",None,0.199,None,"154,78,141,13,84,863,11,205,306,407","11,154,29,78,141,306,13,84,142,428",None,0.216,None,"154,78,141,13,84,863,11,205,306,407,178,104,25,121,601,142,29,365,553,356","11,154,29,78,141,306,13,84,142,428,104,356,407,243,553,205,25,433,874,502",None,0.201,None,"(None, 10, 0)",None,None,"381,492,73,244,290,405,2,158,105,49,99,44,281,653,270,861,118,961,361,485,815,252,970,243,1085,601,142,134,50,323,1197,90,53,503,59,11,210,121,306,358,696,13,407,69,874,78,178,863,87","381,492,73,244,290,405,2,158,105,49,99,44,281,653,270,861,118,961,361,485,815,252,970,243,1085,601,142,134,50,323,1197,90,53,503,59,11,210,121,306,358,696,13,407,69,874,78,178,863,19,-1","sync_381,sync_492,sync_73,sync_244,sync_290,sync_405,sync_2,sync_158,sync_105,sync_49,sync_99,sync_44,sync_281,sync_653,sync_270,sync_861,sync_118,sync_961,sync_361,sync_485,sync_815,sync_252,sync_970,sync_243,sync_1085,sync_601,sync_142,sync_134,sync_50,sync_323,sync_1197,sync_90,sync_53,sync_503,sync_59,sync_11,sync_210,sync_121,sync_306,sync_358,sync_696,sync_13,sync_407,sync_69,sync_874,sync_78,sync_178,sync_863,add_19,del_87",1,None,None,None,117.537,None,666,11,None,0,"666,25,84,428,433","11,154,29,78,141",None,0.0,"666,25,84,428,433,268,182,356,243,601","11,154,29,78,141,306,13,84,142,428",None,0.021,"666,25,84,428,433,268,182,356,243,601,74,205,358,596,142,104,159,29,11,149","11,154,29,78,141,306,13,84,142,428,104,356,407,243,553,205,25,433,874,502",None,0.063,True,GRU4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Sat, 01 Feb 2025 15:13:38"
359,genetic,None,"319,276,50,300,497,874,661,513,263,192,700,33,109,162,10,596,222,455,362,733,184,240,308,334,562,126,731,187,694,261,819,889,149,120,299,726,547,695,1379,943,630,201,360,509,1,755,217,190,539,658","319,276,50,300,497,874,661,513,263,192,700,33,109,162,10,596,222,455,362,733,184,240,308,334,562,126,731,187,694,261,819,889,149,120,299,726,547,695,1379,943,630,201,360,509,1,755,217,192,539,658",None,1,None,None,317.517,None,None,None,None,190,385,None,0,None,"190,385,90,754,239","385,190,90,358,754",None,0.512,None,"190,385,90,754,239,358,149,538,730,67","385,190,90,358,754,67,274,109,242,241",None,0.379,None,"190,385,90,754,239,358,149,538,730,67,874,276,781,497,226,255,688,486,241,695","385,190,90,358,754,67,274,109,242,241,102,92,751,497,239,25,149,781,276,201",None,0.301,None,"(None, 10, 0)",None,None,"319,276,50,300,497,874,661,513,263,192,700,33,109,162,10,596,222,455,362,733,184,240,308,334,562,126,731,187,694,261,819,889,149,120,299,726,547,695,1379,943,630,201,360,509,1,755,217,190,539,658","319,276,50,300,497,874,661,513,263,192,700,33,109,162,10,596,222,455,362,733,184,240,308,334,562,126,731,187,694,261,819,889,149,120,299,726,547,695,1379,943,630,201,360,509,1,755,217,190,539,658","sync_319,sync_276,sync_50,sync_300,sync_497,sync_874,sync_661,sync_513,sync_263,sync_192,sync_700,sync_33,sync_109,sync_162,sync_10,sync_596,sync_222,sync_455,sync_362,sync_733,sync_184,sync_240,sync_308,sync_334,sync_562,sync_126,sync_731,sync_187,sync_694,sync_261,sync_819,sync_889,sync_149,sync_120,sync_299,sync_726,sync_547,sync_695,sync_1379,sync_943,sync_630,sync_201,sync_360,sync_509,sync_1,sync_755,sync_217,sync_190,sync_539,sync_658",0,None,None,None,38.182,None,385,385,None,1,"385,190,90,358,754","385,190,90,358,754",None,1.0,"385,190,90,358,754,67,274,109,242,241","385,190,90,358,754,67,274,109,242,241",None,1.0,"385,190,90,358,754,67,274,109,242,241,102,92,751,497,239,25,149,781,276,201","385,190,90,358,754,67,274,109,242,241,102,92,751,497,239,25,149,781,276,201",None,1.0,True,GRU4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Sat, 01 Feb 2025 15:13:38"
360,genetic,None,"1207,853,948,18,107,1007,206,227,556,252,1259,286,414,511,182,657,164,779,364,446,1150,1268,818,515,174,1133,1105,1211,549,57,136,160,104,531,386,529,219,444,123,425,28,1101,573,1238,1258,480,142,5,372,1059","1207,853,948,18,107,1007,206,227,556,252,1259,286,414,511,182,657,164,779,364,446,1150,1268,818,515,174,1133,1105,1211,549,57,436,160,104,531,386,529,219,444,123,425,28,1101,573,1238,1258,480,142,5,372,1059",None,1,None,None,203.592,None,None,None,None,162,74,None,0,None,"162,74,905,424,180","74,905,162,775,11",None,0.333,None,"162,74,905,424,180,348,31,775,200,217","74,905,162,775,11,31,383,178,874,424",None,0.283,None,"162,74,905,424,180,348,31,775,200,217,1019,178,614,99,874,372,694,383,11,222","74,905,162,775,11,31,383,178,874,424,372,181,64,306,50,200,614,572,154,720",None,0.223,None,"(None, 10, 0)",None,None,"1207,853,948,18,107,1007,206,227,556,252,1259,286,414,511,182,657,164,779,364,446,1150,1268,818,515,174,1133,1105,1211,549,57,136,160,104,531,386,529,219,444,123,425,28,1101,573,1238,1258,480,142,5,372,1059","1207,853,948,18,107,1007,206,227,556,252,1259,286,414,511,182,657,164,779,364,446,1150,1268,818,515,174,1133,1105,1211,549,57,136,160,104,531,386,529,219,444,123,425,28,1101,573,1238,1258,480,142,5,372,1059","sync_1207,sync_853,sync_948,sync_18,sync_107,sync_1007,sync_206,sync_227,sync_556,sync_252,sync_1259,sync_286,sync_414,sync_511,sync_182,sync_657,sync_164,sync_779,sync_364,sync_446,sync_1150,sync_1268,sync_818,sync_515,sync_174,sync_1133,sync_1105,sync_1211,sync_549,sync_57,sync_136,sync_160,sync_104,sync_531,sync_386,sync_529,sync_219,sync_444,sync_123,sync_425,sync_28,sync_1101,sync_573,sync_1238,sync_1258,sync_480,sync_142,sync_5,sync_372,sync_1059",0,None,None,None,16.589,None,74,74,None,1,"74,905,162,775,11","74,905,162,775,11",None,1.0,"74,905,162,775,11,31,383,178,874,424","74,905,162,775,11,31,383,178,874,424",None,1.0,"74,905,162,775,11,31,383,178,874,424,372,181,64,306,50,200,614,572,154,720","74,905,162,775,11,31,383,178,874,424,372,181,64,306,50,200,614,572,154,720",None,1.0,True,GRU4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Sat, 01 Feb 2025 15:13:38"
361,genetic,None,"358,59,306,11,643,12,1294,88,383,149,25,598,223,129,243,407,862,104,535,433,303,199,404,26,87,13,1124,84,29,1077,614,1535,152,657,182,24,349,279,532,410,414,137,1007,1032,132,972,810,511,174,1012","358,59,306,11,643,12,1294,88,383,149,25,598,223,129,243,407,862,104,358,433,303,199,404,26,87,13,1124,84,29,1077,614,1535,152,657,182,24,349,279,532,410,414,137,1007,1032,132,972,810,511,174,1012",None,1,None,None,215.37,None,None,None,None,511,416,None,0,None,"511,416,837,578,465","416,511,578,837,465",None,0.566,None,"511,416,837,578,465,279,168,675,707,382","416,511,578,837,465,675,279,168,707,894",None,0.531,None,"511,416,837,578,465,279,168,675,707,382,894,137,351,1019,191,446,515,24,526,337","416,511,578,837,465,675,279,168,707,894,515,351,137,24,446,1019,382,905,526,174",None,0.48,None,"(None, 10, 0)",None,None,"358,59,306,11,643,12,1294,88,383,149,25,598,223,129,243,407,862,104,535,433,303,199,404,26,87,13,1124,84,29,1077,614,1535,152,657,182,24,349,279,532,410,414,137,1007,1032,132,972,810,511,174,1012","358,59,306,11,643,12,1294,88,383,149,25,598,223,129,243,407,862,104,535,433,303,199,404,26,87,13,1124,84,29,1077,614,1535,152,657,182,24,349,279,532,410,414,137,1007,1032,132,972,810,511,174,91","sync_358,sync_59,sync_306,sync_11,sync_643,sync_12,sync_1294,sync_88,sync_383,sync_149,sync_25,sync_598,sync_223,sync_129,sync_243,sync_407,sync_862,sync_104,sync_535,sync_433,sync_303,sync_199,sync_404,sync_26,sync_87,sync_13,sync_1124,sync_84,sync_29,sync_1077,sync_614,sync_1535,sync_152,sync_657,sync_182,sync_24,sync_349,sync_279,sync_532,sync_410,sync_414,sync_137,sync_1007,sync_1032,sync_132,sync_972,sync_810,sync_511,sync_174,add_91,del_1012",1,None,None,None,128.122,None,465,416,None,0,"465,1461,201,707,578","416,511,578,837,465",None,0.083,"465,1461,201,707,578,416,79,450,446,483","416,511,578,837,465,675,279,168,707,894",None,0.101,"465,1461,201,707,578,416,79,450,446,483,175,1083,624,39,661,137,296,468,330,32","416,511,578,837,465,675,279,168,707,894,515,351,137,24,446,1019,382,905,526,174",None,0.08,True,GRU4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Sat, 01 Feb 2025 15:13:38"
362,genetic,None,"201,1202,432,409,501,334,419,694,472,1498,624,1064,54,192,228,553,316,260,461,319,466,541,258,65,441,499,588,367,581,58,173,671,1285,17,381,623,322,35,227,109,97,596,670,539,112,783,10,255,513,741","201,1202,432,409,501,334,419,694,472,1498,624,1064,54,192,228,553,316,640,461,319,466,541,258,65,441,499,588,367,581,58,173,671,1285,17,381,623,322,35,227,109,97,596,670,539,112,783,10,255,513,741",None,1,None,None,203.919,None,None,None,None,461,10,None,0,None,"461,10,536,201,624","10,461,694,568,624",None,0.408,None,"461,10,536,201,624,694,731,658,472,548","10,461,694,568,624,201,536,472,731,316",None,0.39,None,"461,10,536,201,624,694,731,658,472,548,316,54,190,241,1067,248,696,192,568,572","10,461,694,568,624,201,536,472,731,316,658,548,54,245,1067,321,241,274,192,639",None,0.378,None,"(None, 10, 0)",None,None,"201,1202,432,409,501,334,419,694,472,1498,624,1064,54,192,228,553,316,260,461,319,466,541,258,65,441,499,588,367,581,58,173,671,1285,17,381,623,322,35,227,109,97,596,670,539,112,783,10,255,513,741","201,1202,432,409,501,334,419,694,472,1498,624,1064,54,192,228,553,316,260,461,319,466,541,258,65,441,499,588,367,581,58,173,671,1285,17,381,623,322,35,227,109,97,596,670,539,112,783,10,255,513,741","sync_201,sync_1202,sync_432,sync_409,sync_501,sync_334,sync_419,sync_694,sync_472,sync_1498,sync_624,sync_1064,sync_54,sync_192,sync_228,sync_553,sync_316,sync_260,sync_461,sync_319,sync_466,sync_541,sync_258,sync_65,sync_441,sync_499,sync_588,sync_367,sync_581,sync_58,sync_173,sync_671,sync_1285,sync_17,sync_381,sync_623,sync_322,sync_35,sync_227,sync_109,sync_97,sync_596,sync_670,sync_539,sync_112,sync_783,sync_10,sync_255,sync_513,sync_741",0,None,None,None,33.682,None,10,10,None,1,"10,461,694,568,624","10,461,694,568,624",None,1.0,"10,461,694,568,624,201,536,472,731,316","10,461,694,568,624,201,536,472,731,316",None,1.0,"10,461,694,568,624,201,536,472,731,316,658,548,54,245,1067,321,241,274,192,639","10,461,694,568,624,201,536,472,731,316,658,548,54,245,1067,321,241,274,192,639",None,1.0,True,GRU4Rec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Sat, 01 Feb 2025 15:13:38"
