i,split,status,source,aligned,alignment,cost,gt,aligned_gt,score,dataset_time,align_time,automata_learning_time,use_cache,determinism,model,dataset,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mutation_params,generation_strategy,jaccard_threshold,timestamp,mut_prob,crossover_prob
58,"(None, 1, 5)",bad,"2239,1314,422,2699,159,1898,1039,1500,587,114,725,1394,1941,1174,728,1302,426,424,199,1265,169,768,336,1114,196,1573,462,1745,490,2073,1094,580,1694,1432,457,1517,387,1460,568,865,2711,1019,713,668,901,779,676,557,201,837","2239,1314,422,2699,159,1898,1039,1500,587,114,725,1394,1941,1174,728,1302,426,424,199,1265,169,768,336,1114,196,1573,462,1745,490,2073,1094,580,1694,1432,457,1517,387,1460,568,865,2711,1019,713,668,145,779,676,557,201,837","sync_2239,sync_1314,sync_422,sync_2699,sync_159,sync_1898,sync_1039,sync_1500,sync_587,sync_114,sync_725,sync_1394,sync_1941,sync_1174,sync_728,sync_1302,sync_426,sync_424,sync_199,sync_1265,sync_169,sync_768,sync_336,sync_1114,sync_196,sync_1573,sync_462,sync_1745,sync_490,sync_2073,sync_1094,sync_580,sync_1694,sync_1432,sync_457,sync_1517,sync_387,sync_1460,sync_568,sync_865,sync_2711,sync_1019,sync_713,sync_668,add_145,del_901,sync_779,sync_676,sync_557,sync_201,sync_837",1,"[{3}, {3}, {3, 13}, {7}, {15}]","[{3}, {3}, {15}, {7}, {3, 13}]",0.719,168.052,0.436,0.994,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
58,"(None, 5, 5)",bad,"2239,1314,422,2699,159,1898,1039,1500,587,114,725,1394,1941,1174,728,1302,426,424,199,1265,169,768,336,1114,196,1573,462,1745,490,2073,1094,580,1694,1432,457,1517,387,1460,568,865,2711,1019,713,668,901,779,676,557,201,837","2239,1314,422,2699,159,1898,1039,1500,587,114,725,1394,1941,1174,728,1302,426,424,199,1265,169,768,336,1114,196,1573,462,1745,490,2073,1094,580,1694,1432,457,1517,387,1460,568,865,145,2711,1019,713,668,779,676,557,201,837","sync_2239,sync_1314,sync_422,sync_2699,sync_159,sync_1898,sync_1039,sync_1500,sync_587,sync_114,sync_725,sync_1394,sync_1941,sync_1174,sync_728,sync_1302,sync_426,sync_424,sync_199,sync_1265,sync_169,sync_768,sync_336,sync_1114,sync_196,sync_1573,sync_462,sync_1745,sync_490,sync_2073,sync_1094,sync_580,sync_1694,sync_1432,sync_457,sync_1517,sync_387,sync_1460,sync_568,sync_865,add_145,sync_2711,sync_1019,sync_713,sync_668,del_901,sync_779,sync_676,sync_557,sync_201,sync_837",2,"[{3}, {3}, {3, 13}, {7}, {15}]","[{3}, {3}, {15}, {7}, {3, 13}]",0.719,168.052,20.988,0.857,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
58,"(None, 10, 5)",bad,"2239,1314,422,2699,159,1898,1039,1500,587,114,725,1394,1941,1174,728,1302,426,424,199,1265,169,768,336,1114,196,1573,462,1745,490,2073,1094,580,1694,1432,457,1517,387,1460,568,865,2711,1019,713,668,901,779,676,557,201,837","2239,1314,422,2699,159,1898,1039,1500,587,114,725,1394,1941,1174,728,1302,426,424,199,1265,169,768,336,1114,196,1573,462,1745,490,2073,1094,580,1694,1432,457,145,1517,387,1460,568,865,2711,1019,713,668,779,676,557,201,837","sync_2239,sync_1314,sync_422,sync_2699,sync_159,sync_1898,sync_1039,sync_1500,sync_587,sync_114,sync_725,sync_1394,sync_1941,sync_1174,sync_728,sync_1302,sync_426,sync_424,sync_199,sync_1265,sync_169,sync_768,sync_336,sync_1114,sync_196,sync_1573,sync_462,sync_1745,sync_490,sync_2073,sync_1094,sync_580,sync_1694,sync_1432,sync_457,add_145,sync_1517,sync_387,sync_1460,sync_568,sync_865,sync_2711,sync_1019,sync_713,sync_668,del_901,sync_779,sync_676,sync_557,sync_201,sync_837",2,"[{3}, {3}, {3, 13}, {7}, {15}]","[{3}, {3}, {3, 13}, {7}, {15}]",0.732,168.052,40.508,0.954,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
59,"(None, 1, 0)",bad,"1060,1964,172,648,487,16,339,1498,1349,961,1923,3030,795,695,110,218,1497,2096,122,2039,39,1248,315,426,503,1857,2983,1645,397,865,1711,958","1060,1964,172,648,487,16,339,1498,1349,961,1923,3030,795,695,110,218,1497,2096,122,2039,39,1248,315,426,503,1857,2983,1645,397,865,1711,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_1060,sync_1964,sync_172,sync_648,sync_487,sync_16,sync_339,sync_1498,sync_1349,sync_961,sync_1923,sync_3030,sync_795,sync_695,sync_110,sync_218,sync_1497,sync_2096,sync_122,sync_2039,sync_39,sync_1248,sync_315,sync_426,sync_503,sync_1857,sync_2983,sync_1645,sync_397,sync_865,sync_1711,add_1,del_958",1,"[{11, 3}, {3, 13}, {11, 10, 3}, {3}, {3}]","[{3, 13}, {9, 12, 15}, {3, 13, 7}, {16, 13, 7}, {7}]",0.918,154.198,0.947,1.542,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
59,"(None, 10, 0)",bad,"1060,1964,172,648,487,16,339,1498,1349,961,1923,3030,795,695,110,218,1497,2096,122,2039,39,1248,315,426,503,1857,2983,1645,397,865,1711,958","1060,1964,172,648,487,16,339,1498,1349,961,1923,3030,795,695,110,218,1497,2096,122,2039,39,1248,315,426,503,1857,2983,1645,397,865,1288,958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_1060,sync_1964,sync_172,sync_648,sync_487,sync_16,sync_339,sync_1498,sync_1349,sync_961,sync_1923,sync_3030,sync_795,sync_695,sync_110,sync_218,sync_1497,sync_2096,sync_122,sync_2039,sync_39,sync_1248,sync_315,sync_426,sync_503,sync_1857,sync_2983,sync_1645,sync_397,sync_865,add_1288,del_1711,sync_958",1,"[{11, 3}, {3, 13}, {11, 10, 3}, {3}, {3}]","[{11, 3}, {3}, {3, 13}, {7}, {16, 3}]",0.958,154.198,67.918,1.306,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
59,"(None, 1, 5)",bad,"1060,1964,172,648,487,16,339,1498,1349,961,1923,3030,795,695,110,218,1497,2096,122,2039,39,1248,315,426,503,1857,2983,1645,397,865,1711,958","1060,1964,172,648,487,16,339,1498,1349,961,1923,3030,795,695,110,218,1497,2096,122,2039,39,1248,315,426,503,1857,668,1645,397,865,1711,958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_1060,sync_1964,sync_172,sync_648,sync_487,sync_16,sync_339,sync_1498,sync_1349,sync_961,sync_1923,sync_3030,sync_795,sync_695,sync_110,sync_218,sync_1497,sync_2096,sync_122,sync_2039,sync_39,sync_1248,sync_315,sync_426,sync_503,sync_1857,add_668,del_2983,sync_1645,sync_397,sync_865,sync_1711,sync_958",1,"[{11, 3}, {3, 13}, {11, 10, 3}, {3}, {3}]","[{11, 3}, {11, 10, 3}, {3, 13}, {3}, {3}]",0.961,154.198,3.192,1.226,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
59,"(None, 5, 5)",bad,"1060,1964,172,648,487,16,339,1498,1349,961,1923,3030,795,695,110,218,1497,2096,122,2039,39,1248,315,426,503,1857,2983,1645,397,865,1711,958","1060,1964,172,648,487,16,339,1498,1349,961,1923,3030,795,695,110,218,1497,2096,122,2039,39,1248,315,426,503,1857,1288,1645,397,865,1711,958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_1060,sync_1964,sync_172,sync_648,sync_487,sync_16,sync_339,sync_1498,sync_1349,sync_961,sync_1923,sync_3030,sync_795,sync_695,sync_110,sync_218,sync_1497,sync_2096,sync_122,sync_2039,sync_39,sync_1248,sync_315,sync_426,sync_503,sync_1857,add_1288,del_2983,sync_1645,sync_397,sync_865,sync_1711,sync_958",1,"[{11, 3}, {3, 13}, {11, 10, 3}, {3}, {3}]","[{11, 3}, {3}, {11, 10, 3}, {3, 13}, {3}]",0.943,154.198,32.561,1.231,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
59,"(None, 10, 5)",bad,"1060,1964,172,648,487,16,339,1498,1349,961,1923,3030,795,695,110,218,1497,2096,122,2039,39,1248,315,426,503,1857,2983,1645,397,865,1711,958","1060,1964,172,648,487,16,339,1498,1349,961,1923,3030,795,695,110,218,1497,2096,122,2039,39,1248,315,426,503,1288,2983,1645,397,865,1711,958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_1060,sync_1964,sync_172,sync_648,sync_487,sync_16,sync_339,sync_1498,sync_1349,sync_961,sync_1923,sync_3030,sync_795,sync_695,sync_110,sync_218,sync_1497,sync_2096,sync_122,sync_2039,sync_39,sync_1248,sync_315,sync_426,sync_503,add_1288,del_1857,sync_2983,sync_1645,sync_397,sync_865,sync_1711,sync_958",1,"[{11, 3}, {3, 13}, {11, 10, 3}, {3}, {3}]","[{3, 14}, {11, 3}, {3}, {3, 13}, {0, 16, 14}]",0.927,154.198,62.383,1.289,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
60,"(None, 1, 0)",bad,"83,1504,202,995,1314,1640,2067,1551,1262,538,114,626,2520,843,146,63,1042,1050,11,772,19,383,1508,1023,485,1765,770,78,196,632,18,9,171,616,927,589,849,159,946,2558,1117,604,609,1028,1252,76,1532,2510,535,1560","83,1504,202,995,1314,1640,2067,1551,1262,538,114,626,2520,843,146,63,1042,1050,11,772,19,383,1508,1023,485,1765,770,78,196,632,18,9,171,616,927,589,849,159,946,2558,1117,604,609,1028,1252,76,1532,2510,535,2","sync_83,sync_1504,sync_202,sync_995,sync_1314,sync_1640,sync_2067,sync_1551,sync_1262,sync_538,sync_114,sync_626,sync_2520,sync_843,sync_146,sync_63,sync_1042,sync_1050,sync_11,sync_772,sync_19,sync_383,sync_1508,sync_1023,sync_485,sync_1765,sync_770,sync_78,sync_196,sync_632,sync_18,sync_9,sync_171,sync_616,sync_927,sync_589,sync_849,sync_159,sync_946,sync_2558,sync_1117,sync_604,sync_609,sync_1028,sync_1252,sync_76,sync_1532,sync_2510,sync_535,add_2,del_1560",1,"[{2, 3}, {11}, {3, 7}, {11}, {3}]","[{2, 3}, {11, 2, 3, 13}, {11, 2, 3}, {11}, {11, 1, 2, 3}]",0.894,178.736,0.362,1.389,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
60,"(None, 10, 0)",bad,"83,1504,202,995,1314,1640,2067,1551,1262,538,114,626,2520,843,146,63,1042,1050,11,772,19,383,1508,1023,485,1765,770,78,196,632,18,9,171,616,927,589,849,159,946,2558,1117,604,609,1028,1252,76,1532,2510,535,1560","83,1504,202,995,1314,1640,2067,1551,1262,538,114,626,2520,843,146,63,1042,1050,11,772,19,383,1508,1023,485,1765,770,78,196,632,18,9,171,616,927,589,849,159,946,2558,1117,604,609,1028,1252,76,1532,2510,535,276","sync_83,sync_1504,sync_202,sync_995,sync_1314,sync_1640,sync_2067,sync_1551,sync_1262,sync_538,sync_114,sync_626,sync_2520,sync_843,sync_146,sync_63,sync_1042,sync_1050,sync_11,sync_772,sync_19,sync_383,sync_1508,sync_1023,sync_485,sync_1765,sync_770,sync_78,sync_196,sync_632,sync_18,sync_9,sync_171,sync_616,sync_927,sync_589,sync_849,sync_159,sync_946,sync_2558,sync_1117,sync_604,sync_609,sync_1028,sync_1252,sync_76,sync_1532,sync_2510,sync_535,add_276,del_1560",1,"[{2, 3}, {11}, {3, 7}, {11}, {3}]","[{11, 2, 3, 13}, {11, 13}, {11, 3}, {11, 2, 3}, {11, 2, 3}]",0.938,178.736,35.555,1.285,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
60,"(None, 1, 5)",bad,"83,1504,202,995,1314,1640,2067,1551,1262,538,114,626,2520,843,146,63,1042,1050,11,772,19,383,1508,1023,485,1765,770,78,196,632,18,9,171,616,927,589,849,159,946,2558,1117,604,609,1028,1252,76,1532,2510,535,1560","83,1504,202,995,1314,1640,2067,1551,1262,538,114,626,2520,843,146,63,1042,1050,11,772,19,383,1508,1023,485,1765,770,78,196,632,18,9,171,616,927,589,849,159,946,2558,1117,604,609,1028,90,76,1532,2510,535,1560","sync_83,sync_1504,sync_202,sync_995,sync_1314,sync_1640,sync_2067,sync_1551,sync_1262,sync_538,sync_114,sync_626,sync_2520,sync_843,sync_146,sync_63,sync_1042,sync_1050,sync_11,sync_772,sync_19,sync_383,sync_1508,sync_1023,sync_485,sync_1765,sync_770,sync_78,sync_196,sync_632,sync_18,sync_9,sync_171,sync_616,sync_927,sync_589,sync_849,sync_159,sync_946,sync_2558,sync_1117,sync_604,sync_609,sync_1028,add_90,del_1252,sync_76,sync_1532,sync_2510,sync_535,sync_1560",1,"[{2, 3}, {11}, {3, 7}, {11}, {3}]","[{2, 3}, {3, 7}, {11, 2, 3}, {11}, {8, 1, 3, 14}]",0.793,178.736,0.699,1.295,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
60,"(None, 5, 5)",bad,"83,1504,202,995,1314,1640,2067,1551,1262,538,114,626,2520,843,146,63,1042,1050,11,772,19,383,1508,1023,485,1765,770,78,196,632,18,9,171,616,927,589,849,159,946,2558,1117,604,609,1028,1252,76,1532,2510,535,1560","83,1504,202,995,1314,1640,2067,1551,1262,538,114,626,2520,843,146,63,1042,1050,11,772,19,383,1508,1023,485,1765,770,78,196,632,18,9,171,616,927,589,849,159,946,2558,90,1117,604,609,1028,76,1532,2510,535,1560","sync_83,sync_1504,sync_202,sync_995,sync_1314,sync_1640,sync_2067,sync_1551,sync_1262,sync_538,sync_114,sync_626,sync_2520,sync_843,sync_146,sync_63,sync_1042,sync_1050,sync_11,sync_772,sync_19,sync_383,sync_1508,sync_1023,sync_485,sync_1765,sync_770,sync_78,sync_196,sync_632,sync_18,sync_9,sync_171,sync_616,sync_927,sync_589,sync_849,sync_159,sync_946,sync_2558,add_90,sync_1117,sync_604,sync_609,sync_1028,del_1252,sync_76,sync_1532,sync_2510,sync_535,sync_1560",2,"[{2, 3}, {11}, {3, 7}, {11}, {3}]","[{2, 3}, {3, 7}, {11}, {11, 2, 3}, {11}]",0.798,178.736,39.091,1.144,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
60,"(None, 10, 5)",bad,"83,1504,202,995,1314,1640,2067,1551,1262,538,114,626,2520,843,146,63,1042,1050,11,772,19,383,1508,1023,485,1765,770,78,196,632,18,9,171,616,927,589,849,159,946,2558,1117,604,609,1028,1252,76,1532,2510,535,1560","83,1504,202,995,1314,1640,2067,1551,1262,538,114,626,2520,843,146,63,1042,1050,11,772,19,383,1508,1023,485,1765,770,78,196,632,18,9,171,616,927,90,589,849,159,946,2558,1117,604,609,1028,76,1532,2510,535,1560","sync_83,sync_1504,sync_202,sync_995,sync_1314,sync_1640,sync_2067,sync_1551,sync_1262,sync_538,sync_114,sync_626,sync_2520,sync_843,sync_146,sync_63,sync_1042,sync_1050,sync_11,sync_772,sync_19,sync_383,sync_1508,sync_1023,sync_485,sync_1765,sync_770,sync_78,sync_196,sync_632,sync_18,sync_9,sync_171,sync_616,sync_927,add_90,sync_589,sync_849,sync_159,sync_946,sync_2558,sync_1117,sync_604,sync_609,sync_1028,del_1252,sync_76,sync_1532,sync_2510,sync_535,sync_1560",2,"[{2, 3}, {11}, {3, 7}, {11}, {3}]","[{2, 3}, {11}, {3, 7}, {11, 2, 3}, {11}]",0.787,178.736,73.621,1.288,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
61,"(None, 1, 0)",good,"851,976,1199,203,556,2746,1704,1372,87,127,1152,1059,1079,2213,131,92,1103,1841,576,1037,1251,1086,2781,2295,1656,530,1634,694,100,2039,1173,965,2336,254,1233,429,152,1235,1107,1896,57,721,213,610,633,33,31,222,2944,164","851,976,1199,203,556,2746,1704,1372,87,127,1152,1059,1079,2213,131,92,1103,1841,576,1037,1251,1086,2781,2295,1656,530,1634,694,100,2039,1173,965,2336,254,1233,429,152,1235,1107,1896,57,721,213,610,633,33,31,222,2944,1","sync_851,sync_976,sync_1199,sync_203,sync_556,sync_2746,sync_1704,sync_1372,sync_87,sync_127,sync_1152,sync_1059,sync_1079,sync_2213,sync_131,sync_92,sync_1103,sync_1841,sync_576,sync_1037,sync_1251,sync_1086,sync_2781,sync_2295,sync_1656,sync_530,sync_1634,sync_694,sync_100,sync_2039,sync_1173,sync_965,sync_2336,sync_254,sync_1233,sync_429,sync_152,sync_1235,sync_1107,sync_1896,sync_57,sync_721,sync_213,sync_610,sync_633,sync_33,sync_31,sync_222,sync_2944,add_1,del_164",1,"[{0, 1, 12}, {0, 1, 15}, {0, 1, 13}, {0, 1, 15}, {0, 1, 3, 5}]","[{7}, {3}, {11, 1, 3, 7}, {0, 1, 7, 14, 16}, {8, 3, 14, 7}]",0.551,160.235,3.343,1.439,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
61,"(None, 10, 0)",good,"851,976,1199,203,556,2746,1704,1372,87,127,1152,1059,1079,2213,131,92,1103,1841,576,1037,1251,1086,2781,2295,1656,530,1634,694,100,2039,1173,965,2336,254,1233,429,152,1235,1107,1896,57,721,213,610,633,33,31,222,2944,164","851,976,1199,203,556,2746,1704,1372,87,127,1152,1059,1079,2213,131,92,1103,1841,576,1037,1251,1086,2781,2295,1656,530,1634,694,100,2039,1173,965,2336,254,1233,429,152,1235,1107,1896,57,721,213,610,633,33,31,222,2944,1","sync_851,sync_976,sync_1199,sync_203,sync_556,sync_2746,sync_1704,sync_1372,sync_87,sync_127,sync_1152,sync_1059,sync_1079,sync_2213,sync_131,sync_92,sync_1103,sync_1841,sync_576,sync_1037,sync_1251,sync_1086,sync_2781,sync_2295,sync_1656,sync_530,sync_1634,sync_694,sync_100,sync_2039,sync_1173,sync_965,sync_2336,sync_254,sync_1233,sync_429,sync_152,sync_1235,sync_1107,sync_1896,sync_57,sync_721,sync_213,sync_610,sync_633,sync_33,sync_31,sync_222,sync_2944,add_1,del_164",1,"[{0, 1, 12}, {0, 1, 15}, {0, 1, 13}, {0, 1, 15}, {0, 1, 3, 5}]","[{7}, {3}, {11, 1, 3, 7}, {0, 1, 7, 14, 16}, {8, 3, 14, 7}]",0.551,160.235,41.2,1.087,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
61,"(None, 1, 5)",bad,"851,976,1199,203,556,2746,1704,1372,87,127,1152,1059,1079,2213,131,92,1103,1841,576,1037,1251,1086,2781,2295,1656,530,1634,694,100,2039,1173,965,2336,254,1233,429,152,1235,1107,1896,57,721,213,610,633,33,31,222,2944,164","851,976,1199,203,556,2746,1704,1372,87,127,1152,1059,1079,2213,131,92,1103,1841,576,1037,1251,1086,2781,2295,1656,530,1634,694,100,2039,1173,965,2336,254,1233,429,152,1235,1107,1896,57,721,213,610,1990,33,31,222,2944,164","sync_851,sync_976,sync_1199,sync_203,sync_556,sync_2746,sync_1704,sync_1372,sync_87,sync_127,sync_1152,sync_1059,sync_1079,sync_2213,sync_131,sync_92,sync_1103,sync_1841,sync_576,sync_1037,sync_1251,sync_1086,sync_2781,sync_2295,sync_1656,sync_530,sync_1634,sync_694,sync_100,sync_2039,sync_1173,sync_965,sync_2336,sync_254,sync_1233,sync_429,sync_152,sync_1235,sync_1107,sync_1896,sync_57,sync_721,sync_213,sync_610,add_1990,del_633,sync_33,sync_31,sync_222,sync_2944,sync_164",1,"[{0, 1, 12}, {0, 1, 15}, {0, 1, 13}, {0, 1, 15}, {0, 1, 3, 5}]","[{0, 1, 12}, {0, 1, 15}, {0, 1, 3, 5}, {0, 1, 13}, {0, 1, 15}]",0.926,160.235,1.819,1.222,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
61,"(None, 5, 5)",bad,"851,976,1199,203,556,2746,1704,1372,87,127,1152,1059,1079,2213,131,92,1103,1841,576,1037,1251,1086,2781,2295,1656,530,1634,694,100,2039,1173,965,2336,254,1233,429,152,1235,1107,1896,57,721,213,610,633,33,31,222,2944,164","851,976,1199,203,556,2746,1704,1372,87,127,1152,1059,1079,2213,131,92,1103,1841,576,1037,1251,1086,2781,2295,1656,530,1634,694,100,2039,1173,965,2336,254,1233,429,152,1235,1107,1896,57,721,698,59,633,33,31,222,2944,164","sync_851,sync_976,sync_1199,sync_203,sync_556,sync_2746,sync_1704,sync_1372,sync_87,sync_127,sync_1152,sync_1059,sync_1079,sync_2213,sync_131,sync_92,sync_1103,sync_1841,sync_576,sync_1037,sync_1251,sync_1086,sync_2781,sync_2295,sync_1656,sync_530,sync_1634,sync_694,sync_100,sync_2039,sync_1173,sync_965,sync_2336,sync_254,sync_1233,sync_429,sync_152,sync_1235,sync_1107,sync_1896,sync_57,sync_721,add_698,del_213,add_59,del_610,sync_633,sync_33,sync_31,sync_222,sync_2944,sync_164",2,"[{0, 1, 12}, {0, 1, 15}, {0, 1, 13}, {0, 1, 15}, {0, 1, 3, 5}]","[{0, 1, 12}, {0, 1, 15}, {0, 1, 3, 5}, {0, 1, 13}, {0, 1, 15}]",0.926,160.235,18.786,1.183,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
61,"(None, 10, 5)",bad,"851,976,1199,203,556,2746,1704,1372,87,127,1152,1059,1079,2213,131,92,1103,1841,576,1037,1251,1086,2781,2295,1656,530,1634,694,100,2039,1173,965,2336,254,1233,429,152,1235,1107,1896,57,721,213,610,633,33,31,222,2944,164","851,976,1199,203,556,2746,1704,1372,87,127,1152,1059,1079,2213,131,92,1103,1841,576,1037,1251,1086,2781,2295,1656,530,1634,694,100,2039,1173,965,2336,254,1233,429,152,1235,1107,1896,57,721,213,698,633,33,31,222,2944,164","sync_851,sync_976,sync_1199,sync_203,sync_556,sync_2746,sync_1704,sync_1372,sync_87,sync_127,sync_1152,sync_1059,sync_1079,sync_2213,sync_131,sync_92,sync_1103,sync_1841,sync_576,sync_1037,sync_1251,sync_1086,sync_2781,sync_2295,sync_1656,sync_530,sync_1634,sync_694,sync_100,sync_2039,sync_1173,sync_965,sync_2336,sync_254,sync_1233,sync_429,sync_152,sync_1235,sync_1107,sync_1896,sync_57,sync_721,sync_213,add_698,del_610,sync_633,sync_33,sync_31,sync_222,sync_2944,sync_164",1,"[{0, 1, 12}, {0, 1, 15}, {0, 1, 13}, {0, 1, 15}, {0, 1, 3, 5}]","[{0, 1, 12}, {0, 1, 15}, {0, 1, 3, 5}, {0, 1, 13}, {0, 1, 15}]",0.926,160.235,50.539,1.04,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
62,"(None, 1, 0)",bad,"129,1065,206,292,435,4,179,2092,957,886,3574,1,1395,1530,1467,771,560,1543,670,487,176,2110,45,1263,1518,171,1540,601,634,835,566,757,2234,97,764,141,432,862,214,554,678,1574,632,1503,595,2571,1384,1642,2127,3233","129,1065,206,292,435,4,179,2092,957,886,3574,1,1395,1530,1467,771,560,1543,670,487,176,2110,45,1263,1518,171,1540,601,634,835,566,757,2234,97,764,141,432,862,214,554,678,1574,632,1503,595,2571,1384,1642,2127,828","sync_129,sync_1065,sync_206,sync_292,sync_435,sync_4,sync_179,sync_2092,sync_957,sync_886,sync_3574,sync_1,sync_1395,sync_1530,sync_1467,sync_771,sync_560,sync_1543,sync_670,sync_487,sync_176,sync_2110,sync_45,sync_1263,sync_1518,sync_171,sync_1540,sync_601,sync_634,sync_835,sync_566,sync_757,sync_2234,sync_97,sync_764,sync_141,sync_432,sync_862,sync_214,sync_554,sync_678,sync_1574,sync_632,sync_1503,sync_595,sync_2571,sync_1384,sync_1642,sync_2127,add_828,del_3233",1,"[{7}, {17, 3}, {0, 7}, {17}, {7}]","[{7}, {7}, {17, 3}, {17}, {16, 7}]",0.791,173.807,3.39,1.475,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
